Entity,Code,Year,Per capita CO₂ emissions (tonnes per capita)
Belgium,BEL,1861,3.438486711
Belgium,BEL,1862,3.391099008
Belgium,BEL,1863,3.549287511
Belgium,BEL,1864,3.698776746
Belgium,BEL,1865,3.870979063
Belgium,BEL,1866,4.139221485
Belgium,BEL,1867,4.449704256
Belgium,BEL,1868,3.992808429
Belgium,BEL,1869,4.267882642
Belgium,BEL,1870,4.840426445
Belgium,BEL,1871,4.601907583
Belgium,BEL,1872,4.924280083
Belgium,BEL,1873,5.368441259
Belgium,BEL,1874,4.907448885
Belgium,BEL,1875,5.054686655
Belgium,BEL,1876,4.895045736
Belgium,BEL,1877,4.621650283
Belgium,BEL,1878,4.977120159
Belgium,BEL,1879,5.020752812
Belgium,BEL,1880,5.45771809
Belgium,BEL,1881,5.445546297
Belgium,BEL,1882,5.713166138
Belgium,BEL,1883,5.999952884
Belgium,BEL,1884,5.853755389
Belgium,BEL,1885,5.663227991
Belgium,BEL,1886,5.442774855
Belgium,BEL,1887,5.701915346
Belgium,BEL,1888,5.994491296
Belgium,BEL,1889,6.06646095
Belgium,BEL,1890,6.497370723
Belgium,BEL,1891,6.107798069
Belgium,BEL,1892,6.043612833
Belgium,BEL,1893,5.725360706
Belgium,BEL,1894,6.262188334
Belgium,BEL,1895,6.249733039
Belgium,BEL,1896,6.519013025
Belgium,BEL,1897,6.675816509
Belgium,BEL,1898,6.80809194
Belgium,BEL,1899,7.040276984
Belgium,BEL,1900,7.339337937
Belgium,BEL,1901,6.827245034
Belgium,BEL,1902,7.067673837
Belgium,BEL,1903,7.524814445
Belgium,BEL,1904,7.114288673
Belgium,BEL,1905,7.018718009
Belgium,BEL,1906,7.942200555
Belgium,BEL,1907,7.953521101
Belgium,BEL,1908,7.819649306
Belgium,BEL,1909,7.753935766
Belgium,BEL,1910,8.171775516
Belgium,BEL,1911,8.185489865
Belgium,BEL,1912,8.531917842
Belgium,BEL,1913,8.878204414
Belgium,BEL,1914,5.257727019
Belgium,BEL,1915,4.441663162
Belgium,BEL,1916,5.907753852
Belgium,BEL,1917,4.696366569
Belgium,BEL,1918,4.394728118
Belgium,BEL,1919,5.892536528
Belgium,BEL,1920,7.29302179
Belgium,BEL,1921,6.698914072
Belgium,BEL,1922,7.384362932
Belgium,BEL,1923,9.410203295
Belgium,BEL,1924,9.892619231
Belgium,BEL,1925,10.03341053
Belgium,BEL,1926,9.904085154
Belgium,BEL,1927,11.44291132
Belgium,BEL,1928,11.07475909
Belgium,BEL,1929,12.08068845
Belgium,BEL,1930,11.59558682
Belgium,BEL,1931,10.34755192
Belgium,BEL,1932,8.27654195
Belgium,BEL,1933,8.831674528
Belgium,BEL,1934,9.073835154
Belgium,BEL,1935,8.643178376
Belgium,BEL,1936,9.0184613
Belgium,BEL,1937,10.82027294
Belgium,BEL,1938,9.451837575
Belgium,BEL,1939,8.805434644
Belgium,BEL,1940,7.44715983
Belgium,BEL,1941,7.86223704
Belgium,BEL,1942,7.397779656
Belgium,BEL,1943,7.003013177
Belgium,BEL,1944,3.996703832
Belgium,BEL,1945,4.65071534
Belgium,BEL,1946,6.727084139
Belgium,BEL,1947,9.698145049
Belgium,BEL,1948,9.959392683
Belgium,BEL,1949,9.392088701
Belgium,BEL,1950,8.823698564
Belgium,BEL,1951,10.30712454
Belgium,BEL,1952,9.564700952
Belgium,BEL,1953,9.384873668
Belgium,BEL,1954,9.708501945
Belgium,BEL,1955,10.35593321
Belgium,BEL,1956,10.82474198
Belgium,BEL,1957,10.72547248
Belgium,BEL,1958,9.686882044
Belgium,BEL,1959,9.693682779
Belgium,BEL,1960,9.916490027
Belgium,BEL,1961,10.04815222
Belgium,BEL,1962,10.5582895
Belgium,BEL,1963,11.31388593
Belgium,BEL,1964,11.0230757
Belgium,BEL,1965,11.15326922
Belgium,BEL,1966,11.07592788
Belgium,BEL,1967,11.26671566
Belgium,BEL,1968,12.38162141
Belgium,BEL,1969,12.86419228
Belgium,BEL,1970,13.02825092
Belgium,BEL,1971,12.55992083
Belgium,BEL,1972,13.47775854
Belgium,BEL,1973,14.26219525
Belgium,BEL,1974,13.84530286
Belgium,BEL,1975,12.46710827
Belgium,BEL,1976,13.23951673
Belgium,BEL,1977,12.85564335
Belgium,BEL,1978,13.76980086
Belgium,BEL,1979,14.18530135
Belgium,BEL,1980,13.66265325
Belgium,BEL,1981,12.50678758
Belgium,BEL,1982,11.84073521
Belgium,BEL,1983,10.2246838
Belgium,BEL,1984,10.59595435
Belgium,BEL,1985,10.48803758
Belgium,BEL,1986,10.31045632
Belgium,BEL,1987,10.31853288
Belgium,BEL,1988,10.01545624
Belgium,BEL,1989,10.70056952
Belgium,BEL,1990,12.04056058
Belgium,BEL,1991,12.3059302
Belgium,BEL,1992,12.17072647
Belgium,BEL,1993,12.01316343
Belgium,BEL,1994,12.30200723
Belgium,BEL,1995,12.37769379
Belgium,BEL,1996,12.69397862
Belgium,BEL,1997,12.13315578
Belgium,BEL,1998,12.7265124
Belgium,BEL,1999,12.1641887
Belgium,BEL,2000,12.33168473
Belgium,BEL,2001,12.22296478
Belgium,BEL,2002,12.19932748
Belgium,BEL,2003,12.28071712
Belgium,BEL,2004,12.31292386
Belgium,BEL,2005,11.9123504
Belgium,BEL,2006,11.67946758
Belgium,BEL,2007,11.27437484
Belgium,BEL,2008,11.19371681
Belgium,BEL,2009,9.911555496
Belgium,BEL,2010,10.38346664
Belgium,BEL,2011,9.45771878
Belgium,BEL,2012,9.148239976
Belgium,BEL,2013,9.144091131
Belgium,BEL,2014,8.591644353
Belgium,BEL,2015,8.879342892
Belgium,BEL,2016,8.825529525
Belgium,BEL,2017,8.759565029
Belize,BLZ,1800,0
Belize,BLZ,1801,0
Belize,BLZ,1802,0
Belize,BLZ,1803,0
Belize,BLZ,1804,0
Belize,BLZ,1805,0
Belize,BLZ,1806,0
Belize,BLZ,1807,0
Belize,BLZ,1808,0
Belize,BLZ,1809,0
Belize,BLZ,1810,0
Belize,BLZ,1811,0
Belize,BLZ,1812,0
Belize,BLZ,1813,0
Belize,BLZ,1814,0
Belize,BLZ,1815,0
Belize,BLZ,1816,0
Belize,BLZ,1817,0
Belize,BLZ,1818,0
Belize,BLZ,1819,0
Belize,BLZ,1820,0
Belize,BLZ,1821,0
Belize,BLZ,1822,0
Belize,BLZ,1823,0
Belize,BLZ,1824,0
Belize,BLZ,1825,0
Belize,BLZ,1826,0
Belize,BLZ,1827,0
Belize,BLZ,1828,0
Belize,BLZ,1829,0
Belize,BLZ,1830,0
Belize,BLZ,1831,0
Belize,BLZ,1832,0
Belize,BLZ,1833,0
Belize,BLZ,1834,0
Belize,BLZ,1835,0
Belize,BLZ,1836,0
Belize,BLZ,1837,0
Belize,BLZ,1838,0
Belize,BLZ,1839,0
Belize,BLZ,1840,0
Belize,BLZ,1841,0
Belize,BLZ,1842,0
Belize,BLZ,1843,0
Belize,BLZ,1844,0
Belize,BLZ,1845,0
Belize,BLZ,1846,0
Belize,BLZ,1847,0
Belize,BLZ,1848,0
Belize,BLZ,1849,0
Belize,BLZ,1850,0
Belize,BLZ,1851,0
Belize,BLZ,1852,0
Belize,BLZ,1853,0
Belize,BLZ,1854,0
Belize,BLZ,1855,0
Belize,BLZ,1856,0
Belize,BLZ,1857,0
Belize,BLZ,1858,0
Belize,BLZ,1859,0
Belize,BLZ,1860,0
Belize,BLZ,1861,0
Belize,BLZ,1862,0
Belize,BLZ,1863,0
Belize,BLZ,1864,0
Belize,BLZ,1865,0
Belize,BLZ,1866,0
Belize,BLZ,1867,0
Belize,BLZ,1868,0
Belize,BLZ,1869,0
Belize,BLZ,1870,0
Belize,BLZ,1871,0
Belize,BLZ,1872,0
Belize,BLZ,1873,0
Belize,BLZ,1874,0
Belize,BLZ,1875,0
Belize,BLZ,1876,0
Belize,BLZ,1877,0
Belize,BLZ,1878,0
Belize,BLZ,1879,0
Belize,BLZ,1880,0
Belize,BLZ,1881,0
Belize,BLZ,1882,0
Belize,BLZ,1883,0
Belize,BLZ,1884,0
Belize,BLZ,1885,0
Belize,BLZ,1886,0
Belize,BLZ,1887,0
Belize,BLZ,1888,0
Belize,BLZ,1889,0
Belize,BLZ,1890,0
Belize,BLZ,1891,0
Belize,BLZ,1892,0
Belize,BLZ,1893,0
Belize,BLZ,1894,0
Belize,BLZ,1895,0
Belize,BLZ,1896,0
Belize,BLZ,1897,0
Belize,BLZ,1898,0
Belize,BLZ,1899,0
Belize,BLZ,1900,0
Belize,BLZ,1901,0
Belize,BLZ,1902,0
Belize,BLZ,1903,0
Belize,BLZ,1904,0
Belize,BLZ,1905,0
Belize,BLZ,1906,0
Belize,BLZ,1907,0
Belize,BLZ,1908,0
Belize,BLZ,1909,0
Belize,BLZ,1910,0
Belize,BLZ,1911,0
Belize,BLZ,1912,0
Belize,BLZ,1913,0
Belize,BLZ,1914,0
Belize,BLZ,1915,0
Belize,BLZ,1916,0
Belize,BLZ,1917,0
Belize,BLZ,1918,0
Belize,BLZ,1919,0
Belize,BLZ,1920,0
Belize,BLZ,1921,0
Belize,BLZ,1922,0
Belize,BLZ,1923,0
Belize,BLZ,1924,0
Belize,BLZ,1925,0
Belize,BLZ,1926,0
Belize,BLZ,1927,0
Belize,BLZ,1928,0
Belize,BLZ,1929,0
Belize,BLZ,1930,0
Belize,BLZ,1931,0
Belize,BLZ,1932,0
Belize,BLZ,1933,0
Belize,BLZ,1934,0
Belize,BLZ,1935,0
Belize,BLZ,1936,0
Belize,BLZ,1937,0
Belize,BLZ,1938,0
Belize,BLZ,1939,0
Belize,BLZ,1940,0
Belize,BLZ,1941,0
Belize,BLZ,1942,0
Belize,BLZ,1943,0
Belize,BLZ,1944,0
Belize,BLZ,1945,0
Belize,BLZ,1946,0
Belize,BLZ,1947,0
Belize,BLZ,1948,0
Belize,BLZ,1949,0
Belize,BLZ,1950,0.265819295
Belize,BLZ,1951,0.360017406
Belize,BLZ,1952,0.349299304
Belize,BLZ,1953,0.387930122
Belize,BLZ,1954,0.377308945
Belize,BLZ,1955,0.366996369
Belize,BLZ,1956,0.356849807
Belize,BLZ,1957,0.346850631
Belize,BLZ,1958,0.463498781
Belize,BLZ,1959,0.450374344
Belize,BLZ,1960,0.477580813
Belize,BLZ,1961,0.386893763
Belize,BLZ,1962,0.714860757
Belize,BLZ,1963,0.621860149
Belize,BLZ,1964,0.817627027
Belize,BLZ,1965,0.794127348
Belize,BLZ,1966,0.737176146
Belize,BLZ,1967,1.072942179
Belize,BLZ,1968,0.883948958
Belize,BLZ,1969,1.136733718
Belize,BLZ,1970,0.98960567
Belize,BLZ,1971,1.145064226
Belize,BLZ,1972,1.239103421
Belize,BLZ,1973,1.133540613
Belize,BLZ,1974,1.17197103
Belize,BLZ,1975,1.319765871
Belize,BLZ,1976,1.301338542
Belize,BLZ,1977,1.444320347
Belize,BLZ,1978,1.555614723
Belize,BLZ,1979,1.477994409
Belize,BLZ,1980,1.32168846
Belize,BLZ,1981,1.241478389
Belize,BLZ,1982,1.136686469
Belize,BLZ,1983,1.10515845
Belize,BLZ,1984,1.073970826
Belize,BLZ,1985,1.15526828
Belize,BLZ,1986,1.21003963
Belize,BLZ,1987,1.30316659
Belize,BLZ,1988,1.39169292
Belize,BLZ,1989,1.637595452
Belize,BLZ,1990,1.660552807
Belize,BLZ,1991,1.878718751
Belize,BLZ,1992,1.829011358
Belize,BLZ,1993,1.909723909
Belize,BLZ,1994,1.853129308
Belize,BLZ,1995,1.823475694
Belize,BLZ,1996,1.440386379
Belize,BLZ,1997,1.752587926
Belize,BLZ,1998,1.60698963
Belize,BLZ,1999,1.456243254
Belize,BLZ,2000,1.600032347
Belize,BLZ,2001,1.753082546
Belize,BLZ,2002,1.648902008
Belize,BLZ,2003,1.60648014
Belize,BLZ,2004,1.420005868
Belize,BLZ,2005,1.487448681
Belize,BLZ,2006,1.524844624
Belize,BLZ,2007,1.596209204
Belize,BLZ,2008,1.424120981
Belize,BLZ,2009,1.867428622
Belize,BLZ,2010,1.674734459
Belize,BLZ,2011,1.825366352
Belize,BLZ,2012,1.414667613
Belize,BLZ,2013,1.490378609
Belize,BLZ,2014,1.406449925
Belize,BLZ,2015,1.453599619
Belize,BLZ,2016,1.49183181
Belize,BLZ,2017,1.496810807
Benin,BEN,1800,0
Benin,BEN,1801,0
Benin,BEN,1802,0
Benin,BEN,1803,0
Benin,BEN,1804,0
Benin,BEN,1805,0
Benin,BEN,1806,0
Benin,BEN,1807,0
Benin,BEN,1808,0
Benin,BEN,1809,0
Benin,BEN,1810,0
Benin,BEN,1811,0
Benin,BEN,1812,0
Benin,BEN,1813,0
Benin,BEN,1814,0
Benin,BEN,1815,0
Benin,BEN,1816,0
Benin,BEN,1817,0
Benin,BEN,1818,0
Benin,BEN,1819,0
Benin,BEN,1820,0
Benin,BEN,1821,0
Benin,BEN,1822,0
Benin,BEN,1823,0
Benin,BEN,1824,0
Benin,BEN,1825,0
Benin,BEN,1826,0
Benin,BEN,1827,0
Benin,BEN,1828,0
Benin,BEN,1829,0
Benin,BEN,1830,0
Benin,BEN,1831,0
Benin,BEN,1832,0
Benin,BEN,1833,0
Benin,BEN,1834,0
Benin,BEN,1835,0
Benin,BEN,1836,0
Benin,BEN,1837,0
Benin,BEN,1838,0
Benin,BEN,1839,0
Benin,BEN,1840,0
Benin,BEN,1841,0
Benin,BEN,1842,0
Benin,BEN,1843,0
Benin,BEN,1844,0
Benin,BEN,1845,0
Benin,BEN,1846,0
Benin,BEN,1847,0
Benin,BEN,1848,0
Benin,BEN,1849,0
Benin,BEN,1850,0
Benin,BEN,1851,0
Benin,BEN,1852,0
Benin,BEN,1853,0
Benin,BEN,1854,0
Benin,BEN,1855,0
Benin,BEN,1856,0
Benin,BEN,1857,0
Benin,BEN,1858,0
Benin,BEN,1859,0
Benin,BEN,1860,0
Benin,BEN,1861,0
Benin,BEN,1862,0
Benin,BEN,1863,0
Benin,BEN,1864,0
Benin,BEN,1865,0
Benin,BEN,1866,0
Benin,BEN,1867,0
Benin,BEN,1868,0
Benin,BEN,1869,0
Benin,BEN,1870,0
Benin,BEN,1871,0
Benin,BEN,1872,0
Benin,BEN,1873,0
Benin,BEN,1874,0
Benin,BEN,1875,0
Benin,BEN,1876,0
Benin,BEN,1877,0
Benin,BEN,1878,0
Benin,BEN,1879,0
Benin,BEN,1880,0
Benin,BEN,1881,0
Benin,BEN,1882,0
Benin,BEN,1883,0
Benin,BEN,1884,0
Benin,BEN,1885,0
Benin,BEN,1886,0
Benin,BEN,1887,0
Benin,BEN,1888,0
Benin,BEN,1889,0
Benin,BEN,1890,0
Benin,BEN,1891,0
Benin,BEN,1892,0
Benin,BEN,1893,0
Benin,BEN,1894,0
Benin,BEN,1895,0
Benin,BEN,1896,0
Benin,BEN,1897,0
Benin,BEN,1898,0
Benin,BEN,1899,0
Benin,BEN,1900,0
Benin,BEN,1901,0
Benin,BEN,1902,0
Benin,BEN,1903,0
Benin,BEN,1904,0
Benin,BEN,1905,0
Benin,BEN,1906,0
Benin,BEN,1907,0
Benin,BEN,1908,0
Benin,BEN,1909,0
Benin,BEN,1910,0
Benin,BEN,1911,0
Benin,BEN,1912,0
Benin,BEN,1913,0
Benin,BEN,1914,0
Benin,BEN,1915,0
Benin,BEN,1916,0
Benin,BEN,1917,0
Benin,BEN,1918,0
Benin,BEN,1919,0
Benin,BEN,1920,0
Benin,BEN,1921,0
Benin,BEN,1922,0
Benin,BEN,1923,0
Benin,BEN,1924,0
Benin,BEN,1925,0
Benin,BEN,1926,0
Benin,BEN,1927,0
Benin,BEN,1928,0
Benin,BEN,1929,0
Benin,BEN,1930,0
Benin,BEN,1931,0
Benin,BEN,1932,0
Benin,BEN,1933,0
Benin,BEN,1934,0
Benin,BEN,1935,0
Benin,BEN,1936,0
Benin,BEN,1937,0
Benin,BEN,1938,0
Benin,BEN,1939,0
Benin,BEN,1940,0
Benin,BEN,1941,0
Benin,BEN,1942,0
Benin,BEN,1943,0
Benin,BEN,1944,0
Benin,BEN,1945,0
Benin,BEN,1946,0
Benin,BEN,1947,0
Benin,BEN,1948,0
Benin,BEN,1949,0
Benin,BEN,1950,0
Benin,BEN,1951,0
Benin,BEN,1952,0
Benin,BEN,1953,0
Benin,BEN,1954,0
Benin,BEN,1955,0
Benin,BEN,1956,0
Benin,BEN,1957,0
Benin,BEN,1958,0.052531507
Benin,BEN,1959,0.042744405
Benin,BEN,1960,0.066299779
Benin,BEN,1961,0.052006049
Benin,BEN,1962,0.054164456
Benin,BEN,1963,0.047549628
Benin,BEN,1964,0.055258288
Benin,BEN,1965,0.057068269
Benin,BEN,1966,0.042347974
Benin,BEN,1967,0.052241302
Benin,BEN,1968,0.055125574
Benin,BEN,1969,0.070692376
Benin,BEN,1970,0.096873305
Benin,BEN,1971,0.098475696
Benin,BEN,1972,0.127608165
Benin,BEN,1973,0.12238143
Benin,BEN,1974,0.127596934
Benin,BEN,1975,0.135779968
Benin,BEN,1976,0.077720512
Benin,BEN,1977,0.086439281
Benin,BEN,1978,0.102934842
Benin,BEN,1979,0.1012567
Benin,BEN,1980,0.136517736
Benin,BEN,1981,0.109327664
Benin,BEN,1982,0.121531262
Benin,BEN,1983,0.108825861
Benin,BEN,1984,0.116819999
Benin,BEN,1985,0.169624887
Benin,BEN,1986,0.151080033
Benin,BEN,1987,0.114037393
Benin,BEN,1988,0.115143951
Benin,BEN,1989,0.126483914
Benin,BEN,1990,0.136724736
Benin,BEN,1991,0.153826481
Benin,BEN,1992,0.162223434
Benin,BEN,1993,0.196800089
Benin,BEN,1994,0.213897045
Benin,BEN,1995,0.215654246
Benin,BEN,1996,0.20200986
Benin,BEN,1997,0.19073874
Benin,BEN,1998,0.184592787
Benin,BEN,1999,0.23143726
Benin,BEN,2000,0.229246802
Benin,BEN,2001,0.252909429
Benin,BEN,2002,0.281435067
Benin,BEN,2003,0.309495628
Benin,BEN,2004,0.320137395
Benin,BEN,2005,0.296544045
Benin,BEN,2006,0.451672063
Benin,BEN,2007,0.510909232
Benin,BEN,2008,0.489232437
Benin,BEN,2009,0.503977851
Benin,BEN,2010,0.53688503
Benin,BEN,2011,0.54131606
Benin,BEN,2012,0.545321597
Benin,BEN,2013,0.565012399
Benin,BEN,2014,0.598659149
Benin,BEN,2015,0.600450544
Benin,BEN,2016,0.620652465
Benin,BEN,2017,0.671284146
Bhutan,BTN,1800,0
Bhutan,BTN,1801,0
Bhutan,BTN,1802,0
Bhutan,BTN,1803,0
Bhutan,BTN,1804,0
Bhutan,BTN,1805,0
Bhutan,BTN,1806,0
Bhutan,BTN,1807,0
Bhutan,BTN,1808,0
Bhutan,BTN,1809,0
Bhutan,BTN,1810,0
Bhutan,BTN,1811,0
Bhutan,BTN,1812,0
Bhutan,BTN,1813,0
Bhutan,BTN,1814,0
Bhutan,BTN,1815,0
Bhutan,BTN,1816,0
Bhutan,BTN,1817,0
Bhutan,BTN,1818,0
Bhutan,BTN,1819,0
Bhutan,BTN,1820,0
Bhutan,BTN,1821,0
Bhutan,BTN,1822,0
Bhutan,BTN,1823,0
Bhutan,BTN,1824,0
Bhutan,BTN,1825,0
Bhutan,BTN,1826,0
Bhutan,BTN,1827,0
Bhutan,BTN,1828,0
Bhutan,BTN,1829,0
Bhutan,BTN,1830,0
Bhutan,BTN,1831,0
Bhutan,BTN,1832,0
Bhutan,BTN,1833,0
Bhutan,BTN,1834,0
Bhutan,BTN,1835,0
Bhutan,BTN,1836,0
Bhutan,BTN,1837,0
Bhutan,BTN,1838,0
Bhutan,BTN,1839,0
Bhutan,BTN,1840,0
Bhutan,BTN,1841,0
Bhutan,BTN,1842,0
Bhutan,BTN,1843,0
Bhutan,BTN,1844,0
Bhutan,BTN,1845,0
Bhutan,BTN,1846,0
Bhutan,BTN,1847,0
Bhutan,BTN,1848,0
Bhutan,BTN,1849,0
Bhutan,BTN,1850,0
Bhutan,BTN,1851,0
Bhutan,BTN,1852,0
Bhutan,BTN,1853,0
Bhutan,BTN,1854,0
Bhutan,BTN,1855,0
Bhutan,BTN,1856,0
Bhutan,BTN,1857,0
Bhutan,BTN,1858,0
Bhutan,BTN,1859,0
Bhutan,BTN,1860,0
Bhutan,BTN,1861,0
Bhutan,BTN,1862,0
Bhutan,BTN,1863,0
Bhutan,BTN,1864,0
Bhutan,BTN,1865,0
Bhutan,BTN,1866,0
Bhutan,BTN,1867,0
Bhutan,BTN,1868,0
Bhutan,BTN,1869,0
Bhutan,BTN,1870,0
Bhutan,BTN,1871,0
Bhutan,BTN,1872,0
Bhutan,BTN,1873,0
Bhutan,BTN,1874,0
Bhutan,BTN,1875,0
Bhutan,BTN,1876,0
Bhutan,BTN,1877,0
Bhutan,BTN,1878,0
Bhutan,BTN,1879,0
Bhutan,BTN,1880,0
Bhutan,BTN,1881,0
Bhutan,BTN,1882,0
Bhutan,BTN,1883,0
Bhutan,BTN,1884,0
Bhutan,BTN,1885,0
Bhutan,BTN,1886,0
Bhutan,BTN,1887,0
Bhutan,BTN,1888,0
Bhutan,BTN,1889,0
Bhutan,BTN,1890,0
Bhutan,BTN,1891,0
Bhutan,BTN,1892,0
Bhutan,BTN,1893,0
Bhutan,BTN,1894,0
Bhutan,BTN,1895,0
Bhutan,BTN,1896,0
Bhutan,BTN,1897,0
Bhutan,BTN,1898,0
Bhutan,BTN,1899,0
Bhutan,BTN,1900,0
Bhutan,BTN,1901,0
Bhutan,BTN,1902,0
Bhutan,BTN,1903,0
Bhutan,BTN,1904,0
Bhutan,BTN,1905,0
Bhutan,BTN,1906,0
Bhutan,BTN,1907,0
Bhutan,BTN,1908,0
Bhutan,BTN,1909,0
Bhutan,BTN,1910,0
Bhutan,BTN,1911,0
Bhutan,BTN,1912,0
Bhutan,BTN,1913,0
Bhutan,BTN,1914,0
Bhutan,BTN,1915,0
Bhutan,BTN,1916,0
Bhutan,BTN,1917,0
Bhutan,BTN,1918,0
Bhutan,BTN,1919,0
Bhutan,BTN,1920,0
Bhutan,BTN,1921,0
Bhutan,BTN,1922,0
Bhutan,BTN,1923,0
Bhutan,BTN,1924,0
Bhutan,BTN,1925,0
Bhutan,BTN,1926,0
Bhutan,BTN,1927,0
Bhutan,BTN,1928,0
Bhutan,BTN,1929,0
Bhutan,BTN,1930,0
Bhutan,BTN,1931,0
Bhutan,BTN,1932,0
Bhutan,BTN,1933,0
Bhutan,BTN,1934,0
Bhutan,BTN,1935,0
Bhutan,BTN,1936,0
Bhutan,BTN,1937,0
Bhutan,BTN,1938,0
Bhutan,BTN,1939,0
Bhutan,BTN,1940,0
Bhutan,BTN,1941,0
Bhutan,BTN,1942,0
Bhutan,BTN,1943,0
Bhutan,BTN,1944,0
Bhutan,BTN,1945,0
Bhutan,BTN,1946,0
Bhutan,BTN,1947,0
Bhutan,BTN,1948,0
Bhutan,BTN,1949,0
Bhutan,BTN,1950,0
Bhutan,BTN,1951,0
Bhutan,BTN,1952,0
Bhutan,BTN,1953,0
Bhutan,BTN,1954,0
Bhutan,BTN,1955,0
Bhutan,BTN,1956,0
Bhutan,BTN,1957,0
Bhutan,BTN,1958,0
Bhutan,BTN,1959,0
Bhutan,BTN,1960,0
Bhutan,BTN,1961,0
Bhutan,BTN,1962,0
Bhutan,BTN,1963,0
Bhutan,BTN,1964,0
Bhutan,BTN,1965,0
Bhutan,BTN,1966,0
Bhutan,BTN,1967,0
Bhutan,BTN,1968,0
Bhutan,BTN,1969,0
Bhutan,BTN,1970,0.012282895
Bhutan,BTN,1971,0.011894057
Bhutan,BTN,1972,0.011520382
Bhutan,BTN,1973,0.011160116
Bhutan,BTN,1974,0.010810077
Bhutan,BTN,1975,0.01046911
Bhutan,BTN,1976,0.010136808
Bhutan,BTN,1977,0.019629062
Bhutan,BTN,1978,0.028522201
Bhutan,BTN,1979,0.055320969
Bhutan,BTN,1980,0.053728017
Bhutan,BTN,1981,0.061011466
Bhutan,BTN,1982,0.076501566
Bhutan,BTN,1983,0.066339706
Bhutan,BTN,1984,0.113056511
Bhutan,BTN,1985,0.133328196
Bhutan,BTN,1986,0.113800129
Bhutan,BTN,1987,0.205004826
Bhutan,BTN,1988,0.212499009
Bhutan,BTN,1989,0.117467568
Bhutan,BTN,1990,0.23868374
Bhutan,BTN,1991,0.327794183
Bhutan,BTN,1992,0.386393566
Bhutan,BTN,1993,0.330762124
Bhutan,BTN,1994,0.390333415
Bhutan,BTN,1995,0.458636412
Bhutan,BTN,1996,0.549432717
Bhutan,BTN,1997,0.712690627
Bhutan,BTN,1998,0.677228523
Bhutan,BTN,1999,0.664990718
Bhutan,BTN,2000,0.665637181
Bhutan,BTN,2001,0.625870387
Bhutan,BTN,2002,0.662451356
Bhutan,BTN,2003,0.579253778
Bhutan,BTN,2004,0.453673741
Bhutan,BTN,2005,0.575846226
Bhutan,BTN,2006,0.554879773
Bhutan,BTN,2007,0.541556573
Bhutan,BTN,2008,0.571829474
Bhutan,BTN,2009,0.514797161
Bhutan,BTN,2010,0.637893645
Bhutan,BTN,2011,0.901356606
Bhutan,BTN,2012,1.00111564
Bhutan,BTN,2013,1.115278269
Bhutan,BTN,2014,1.184372527
Bhutan,BTN,2015,1.254730132
Bhutan,BTN,2016,1.397129506
Bhutan,BTN,2017,1.444209519
Bolivia,BOL,1800,0
Bolivia,BOL,1801,0
Bolivia,BOL,1802,0
Bolivia,BOL,1803,0
Bolivia,BOL,1804,0
Bolivia,BOL,1805,0
Bolivia,BOL,1806,0
Bolivia,BOL,1807,0
Bolivia,BOL,1808,0
Bolivia,BOL,1809,0
Bolivia,BOL,1810,0
Bolivia,BOL,1811,0
Bolivia,BOL,1812,0
Bolivia,BOL,1813,0
Bolivia,BOL,1814,0
Bolivia,BOL,1815,0
Bolivia,BOL,1816,0
Bolivia,BOL,1817,0
Bolivia,BOL,1818,0
Bolivia,BOL,1819,0
Bolivia,BOL,1820,0
Bolivia,BOL,1821,0
Bolivia,BOL,1822,0
Bolivia,BOL,1823,0
Bolivia,BOL,1824,0
Bolivia,BOL,1825,0
Bolivia,BOL,1826,0
Bolivia,BOL,1827,0
Bolivia,BOL,1828,0
Bolivia,BOL,1829,0
Bolivia,BOL,1830,0
Bolivia,BOL,1831,0
Bolivia,BOL,1832,0
Bolivia,BOL,1833,0
Bolivia,BOL,1834,0
Bolivia,BOL,1835,0
Bolivia,BOL,1836,0
Bolivia,BOL,1837,0
Bolivia,BOL,1838,0
Bolivia,BOL,1839,0
Bolivia,BOL,1840,0
Bolivia,BOL,1841,0
Bolivia,BOL,1842,0
Bolivia,BOL,1843,0
Bolivia,BOL,1844,0
Bolivia,BOL,1845,0
Bolivia,BOL,1846,0
Bolivia,BOL,1847,0
Bolivia,BOL,1848,0
Bolivia,BOL,1849,0
Bolivia,BOL,1850,0
Bolivia,BOL,1851,0
Bolivia,BOL,1852,0
Bolivia,BOL,1853,0
Bolivia,BOL,1854,0
Bolivia,BOL,1855,0
Bolivia,BOL,1856,0
Bolivia,BOL,1857,0
Bolivia,BOL,1858,0
Bolivia,BOL,1859,0
Bolivia,BOL,1860,0
Bolivia,BOL,1861,0
Bolivia,BOL,1862,0
Bolivia,BOL,1863,0
Bolivia,BOL,1864,0
Bolivia,BOL,1865,0
Bolivia,BOL,1866,0
Bolivia,BOL,1867,0
Bolivia,BOL,1868,0
Bolivia,BOL,1869,0
Bolivia,BOL,1870,0
Bolivia,BOL,1871,0
Bolivia,BOL,1872,0
Bolivia,BOL,1873,0
Bolivia,BOL,1874,0
Bolivia,BOL,1875,0
Bolivia,BOL,1876,0
Bolivia,BOL,1877,0
Bolivia,BOL,1878,0
Bolivia,BOL,1879,0
Bolivia,BOL,1880,0
Bolivia,BOL,1881,0
Bolivia,BOL,1882,0
Bolivia,BOL,1883,0
Bolivia,BOL,1884,0
