# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Sep  4 14:48:23 2023
#
# User preference: *
#
# CONSTRAINT:  where (pl_name like '%kepler-11%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN hd_name:        HD ID
# COLUMN hip_name:       HIP ID
# COLUMN tic_id:         TIC ID
# COLUMN gaia_id:        GAIA ID
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN disc_telescope: Discovery Telescope
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_vsin:        Stellar Rotational Velocity [km/s]
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_radv:        Systemic Radial Velocity [km/s]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
#
pl_name,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_id,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_facility,disc_telescope,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,pl_ratror,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
Kepler-113 c,Kepler-113,c,,,TIC 298834019,Gaia DR2 2133369840008452224,1,2,0,Transit,2014,Kepler,0.95 m Kepler Telescope,0,8.92507000,0.076300,2.180,0.194,8.70000,0.02737,Mass,0.000000,45.60,628,0,0.02914,,4725.00,0.69,0.75,0.050,[Fe/H],-0.576,4.64,6.890,2.71000,0.4000,,,19h11m59.49s,287.9978721,+50d56m39.06s,50.9441847,262.3510000,13.6550000,11.2550000,13.4598000
Kepler-1130 b,Kepler-1130,b,,,TIC 164882482,Gaia DR2 2106406069684947840,2,3,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,5.45298175,0.059500,0.800,0.071,0.43700,0.00137,M-R relationship,0.000000,162.65,904,0,0.00900,,5403.00,0.81,0.90,-0.060,[Fe/H],-0.260,4.57,1.580,1.96280,,,7.46,19h00m49.78s,285.2074210,+45d23m03.60s,45.3843330,249.3430000,12.5090000,10.6620000,12.3956000
Kepler-1130 c,Kepler-1130,c,,,TIC 164882482,Gaia DR2 2106406069684947840,2,3,0,Transit,2021,Kepler,0.95 m Kepler Telescope,0,3.26663995,0.042300,0.792,0.071,0.42200,0.00133,M-R relationship,0.000000,312.85,1072,0,0.00682,,5450.00,0.84,0.94,0.100,[Fe/H],-0.260,4.56,13.800,1.58888,,,7.46,19h00m49.78s,285.2074210,+45d23m03.60s,45.3843330,249.3430000,12.5090000,10.6620000,12.3956000
Kepler-1130 d,Kepler-1130,d,,,TIC 164882482,Gaia DR2 2106406069684947840,2,3,0,Transit,2021,Kepler,0.95 m Kepler Telescope,0,4.27225018,0.050600,0.645,0.058,0.20200,0.00063,M-R relationship,0.000000,218.63,981,0,0.00678,,5450.00,0.84,0.94,0.100,[Fe/H],-0.260,4.56,13.800,1.20860,,,7.46,19h00m49.78s,285.2074210,+45d23m03.60s,45.3843330,249.3430000,12.5090000,10.6620000,12.3956000
Kepler-1131 b,Kepler-1131,b,,,TIC 27642556,Gaia DR2 2134776218463088896,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,3.53232449,0.045900,1.590,0.142,3.15000,0.00993,M-R relationship,0.000000,453.14,1159,0,0.01405,,5851.00,1.04,1.03,0.050,[Fe/H],-0.028,4.42,4.170,1.41165,,,,19h42m36.35s,295.6514492,+49d15m40.66s,49.2612954,1030.7000000,15.0100000,13.4160000,14.9375000
Kepler-1132 b,Kepler-1132,b,,,TIC 405719448,Gaia DR2 2131151094264000640,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,62.89162280,0.288100,2.350,0.210,6.12000,0.01930,M-R relationship,0.000000,4.55,384,0,0.02618,,5298.00,0.83,0.87,-0.010,[Fe/H],-0.378,4.55,4.570,1.50773,,,,19h05m28.20s,286.3675188,+48d25m26.01s,48.4238906,867.9310000,15.8180000,13.6330000,15.4722000
Kepler-1133 b,Kepler-1133,b,,,TIC 275569784,Gaia DR2 2077831239952281472,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,11.55562343,0.098300,1.970,0.176,4.54000,0.01430,M-R relationship,0.000000,55.76,703,0,0.01953,,5569.00,0.90,0.93,-0.020,[Fe/H],-0.210,4.50,4.070,20.39189,,,,19h33m17.38s,293.3224114,+42d52m02.97s,42.8674925,753.1350000,14.7850000,13.1680000,14.8099000
Kepler-1134 b,Kepler-1134,b,,,TIC 271758442,Gaia DR2 2077892640805120128,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,17.13263989,0.124200,2.640,0.236,7.46000,0.02350,M-R relationship,0.000000,29.86,611,0,0.02981,,5281.00,0.81,0.84,-0.100,[Fe/H],-0.397,4.56,4.900,4.80501,,,,19h42m16.29s,295.5678578,+42d28m41.18s,42.4781064,944.4450000,16.2330000,13.8810000,15.8249000
Kepler-1135 b,Kepler-1135,b,,,TIC 158114283,Gaia DR2 2106306082845810048,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,76.95785700,0.343600,1.850,0.165,4.08000,0.01280,M-R relationship,0.000000,25.76,451,0,0.01755,,5656.00,0.94,0.96,0.020,[Fe/H],0.437,4.47,4.470,0.57519,,,,19h04m00.72s,286.0029904,+44d45m23.60s,44.7565551,1314.6400000,14.5450000,12.7500000,14.2953000
Kepler-1136 b,Kepler-1136,b,,,TIC 164671623,Gaia DR2 2106617691313437568,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,2.36172433,0.029900,1.640,0.146,3.33000,0.01050,M-R relationship,0.000000,150.06,922,0,0.02168,,4512.00,0.68,0.72,0.030,[Fe/H],-0.853,4.63,3.240,11.55482,,,,18h56m25.88s,284.1078441,+44d14m44.90s,44.2458047,491.4060000,16.0370000,13.1740000,15.6422000
Kepler-1137 b,Kepler-1137,b,,,TIC 399913391,Gaia DR2 2131213903865285760,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,23.92107910,0.187100,2.200,0.196,5.48000,0.01720,M-R relationship,0.000000,197.85,1020,0,0.01143,,6807.00,1.84,1.50,0.050,[Fe/H],0.754,4.08,1.580,0.36758,,,1.82,19h08m31.26s,287.1302407,+48d39m55.25s,48.6653470,921.7780000,12.8270000,11.6990000,12.6907000
Kepler-1138 b,Kepler-1138,b,,,TIC 405685914,Gaia DR2 2131896494426821760,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,3.17060005,0.041500,1.700,0.152,3.53000,0.01110,M-R relationship,0.000000,245.90,1080,0,0.01713,,5582.00,0.92,0.95,0.040,[Fe/H],-0.333,4.49,4.370,6.55345,,,,19h03m35.84s,285.8993164,+48d18m26.23s,48.3072850,872.3280000,15.8850000,13.7540000,15.3357000
Kepler-1139 b,Kepler-1139,b,,,TIC 121458495,Gaia DR2 2099735057762220288,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,0.81316672,0.016500,1.190,0.106,1.81000,0.00570,M-R relationship,0.000000,1717.28,1693,0,0.01204,,5550.00,0.91,0.94,0.050,[Fe/H],-0.304,4.50,4.470,2.57532,,,,19h11m46.94s,287.9455985,+39d13m49.90s,39.2305281,495.1560000,14.2290000,12.3390000,14.1349000
Kepler-114 b,Kepler-114,b,,,TIC 27011135,Gaia DR2 2128939873302216320,1,3,0,Transit,2014,Kepler,0.95 m Kepler Telescope,0,5.18854900,0.053000,1.260,0.112,6.80000,0.02100,Mass,0.000000,92.53,586,0,0.01688,M0 V,4605.00,0.67,0.77,0.229,[M/H],-0.685,4.65,2.690,3.41328,,,,19h36m29.16s,294.1214820,+48d20m59.27s,48.3497977,259.5330000,13.9610000,11.3660000,13.7125000
Kepler-114 c,Kepler-114,c,,,TIC 27011135,Gaia DR2 2128939873302216320,1,3,0,Transit,2013,Kepler,0.95 m Kepler Telescope,0,8.04100000,0.064820,1.600,0.143,2.80000,0.00900,Mass,0.000000,51.62,507,1,0.02178,M0 V,4660.00,0.54,0.56,0.229,[M/H],-0.685,4.72,2.690,3.59149,,,,19h36m29.16s,294.1214820,+48d20m59.27s,48.3497977,259.5330000,13.9610000,11.3660000,13.7125000
Kepler-114 d,Kepler-114,d,,,TIC 27011135,Gaia DR2 2128939873302216320,1,3,0,Transit,2013,Kepler,0.95 m Kepler Telescope,0,11.77600000,0.083580,2.530,0.226,3.90000,0.01200,Mass,0.000000,31.02,446,1,0.03300,M0 V,4660.00,0.54,0.56,0.229,[M/H],-0.685,4.72,2.690,3.39257,,,,19h36m29.16s,294.1214820,+48d20m59.27s,48.3497977,259.5330000,13.9610000,11.3660000,13.7125000
Kepler-1140 b,Kepler-1140,b,,,TIC 123359347,Gaia DR2 2119201533172444160,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,24.08627070,0.147800,2.770,0.247,8.10000,0.02550,M-R relationship,0.000000,13.05,500,0,0.03496,,4850.00,0.73,0.76,-0.080,[Fe/H],-0.566,4.61,5.010,5.29946,,,,18h46m46.57s,281.6940529,+46d56m47.48s,46.9465210,656.4800000,15.7510000,13.2970000,15.4527000
Kepler-1141 b,Kepler-1141,b,,,TIC 159393734,Gaia DR2 2129369095153280000,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,2.34451194,0.034500,0.820,0.073,0.47700,0.00150,M-R relationship,0.000000,1146.95,1471,0,0.00704,,5791.00,1.07,1.01,0.040,[Fe/H],0.155,4.38,6.170,1.01527,,,-54.73,19h22m10.48s,290.5436836,+47d43m33.27s,47.7259073,393.6420000,12.4030000,10.9660000,12.3348000
Kepler-1142 b,Kepler-1142,b,,,TIC 63366291,Gaia DR2 2126342380162345344,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,18.30272480,0.134300,1.470,0.131,2.76000,0.00869,M-R relationship,0.000000,147.82,902,0,0.01398,,5685.00,0.96,0.97,0.020,[Fe/H],0.437,4.46,5.370,0.09668,,,,19h30m51.48s,292.7144796,+44d04m56.21s,44.0822816,1273.5100000,14.5050000,12.6480000,14.2783000
Kepler-1143 b,Kepler-1143,b,,,TIC 121215172,Gaia DR2 2100405381897402496,1,2,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,2.88890485,0.037100,1.670,0.149,3.43000,0.01080,M-R relationship,0.000000,173.06,976,0,0.01974,,5053.00,0.77,0.81,-0.060,[Fe/H],-0.623,4.58,4.790,6.48761,,,,19h09m12.67s,287.3027720,+39d17m22.70s,39.2896399,555.1890000,15.4930000,13.0750000,15.1938000
Kepler-1143 c,Kepler-1143,c,,,TIC 121215172,Gaia DR2 2100405381897402496,1,2,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,210.63059100,0.647700,3.600,0.321,12.60000,0.03980,M-R relationship,0.000000,0.57,234,0,0.04306,,5053.00,0.77,0.81,-0.060,[Fe/H],-0.623,4.58,4.790,1.62078,,,,19h09m12.67s,287.3027720,+39d17m22.70s,39.2896399,555.1890000,15.4930000,13.0750000,15.1938000
Kepler-1144 b,Kepler-1144,b,,,TIC 159226202,Gaia DR2 2127863623217139328,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,17.14647302,0.129100,1.990,0.178,4.62000,0.01450,M-R relationship,0.000000,62.06,811,0,0.01943,,5753.00,0.96,0.98,-0.030,[Fe/H],0.056,4.47,3.980,2.63554,,,,19h20m10.39s,290.0432936,+47d15m28.39s,47.2578857,1140.5700000,14.9430000,13.4330000,14.9125000
Kepler-1145 b,Kepler-1145,b,,,TIC 271539239,Gaia DR2 2078012796808952832,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,3.97076766,0.044300,1.400,0.125,2.54000,0.00800,M-R relationship,0.000000,198.43,958,0,0.01708,,5064.00,0.75,0.79,-0.130,[Fe/H],-0.498,4.59,4.790,5.25201,,,,19h41m13.96s,295.3081524,+43d02m39.85s,43.0444026,691.9610000,15.4710000,13.3140000,15.4499000
Kepler-1146 b,Kepler-1146,b,,,TIC 158322622,Gaia DR2 2130684695175070848,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,2.35226580,0.032500,1.230,0.110,2.04000,0.00642,M-R relationship,0.000000,227.96,1019,0,0.01631,,4692.00,0.70,0.74,-0.060,[Fe/H],-0.642,4.62,4.900,3.92223,,,,19h06m52.01s,286.7167120,+47d25m32.37s,47.4256580,703.0380000,15.9530000,13.5180000,15.8497000
Kepler-1147 b,Kepler-1147,b,,,TIC 137757057,Gaia DR2 2053636452223709696,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,10.62784997,0.096100,2.610,0.233,7.32000,0.02300,M-R relationship,0.000000,206.56,872,0,0.02075,,5941.00,1.14,1.09,0.110,[Fe/H],0.235,4.36,3.800,0.68449,,,,19h30m11.39s,292.5474753,+41d38m34.52s,41.6429221,1657.3600000,15.6130000,13.8770000,15.3564000
Kepler-1148 b,Kepler-1148,b,,,TIC 159581434,Gaia DR2 2127431274629643008,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,1.10446351,0.018800,1.690,0.151,3.50000,0.01100,M-R relationship,0.000000,815.41,1397,0,0.01998,,5054.00,0.77,0.81,-0.020,[Fe/H],-0.531,4.58,4.570,8.38181,,,,19h23m48.87s,290.9536059,+45d43m10.40s,45.7195545,625.6920000,15.5330000,13.2010000,15.2812000
Kepler-1149 b,Kepler-1149,b,,,TIC 270857274,Gaia DR2 2079920140245373184,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,3.73089898,0.047300,1.440,0.128,2.67000,0.00839,M-R relationship,0.000000,653.83,1128,0,0.01332,,5833.00,1.01,1.02,0.020,[Fe/H],0.165,4.43,3.980,1.08184,,,,19h36m45.40s,294.1891824,+45d09m05.49s,45.1515263,1217.7300000,15.1460000,13.3010000,14.9307000
Kepler-115 b,Kepler-115,b,,,TIC 273383120,Gaia DR2 2079368391569401600,1,2,0,Transit,2014,Kepler,0.95 m Kepler Telescope,0,2.40367900,0.036000,1.090,0.097,1.32000,0.00416,M-R relationship,0.000000,1215.76,1489,0,0.00843,,5979.00,1.21,1.07,-0.050,[M/H],0.220,4.31,5.500,0.99436,,,,19h50m50.86s,297.7119299,+45d15m43.15s,45.2619850,623.6090000,13.5450000,11.9700000,13.3925000
Kepler-115 c,Kepler-115,c,,,TIC 273383120,Gaia DR2 2079368391569401600,1,2,0,Transit,2014,Kepler,0.95 m Kepler Telescope,0,8.99088900,0.087000,2.600,0.232,7.27000,0.02290,M-R relationship,0.000000,209.10,960,0,0.01969,,5979.00,1.21,1.07,-0.050,[M/H],0.220,4.31,5.500,1.13453,,,,19h50m50.86s,297.7119299,+45d15m43.15s,45.2619850,623.6090000,13.5450000,11.9700000,13.3925000
Kepler-1150 b,Kepler-1150,b,,,TIC 27913639,Gaia DR2 2086853351332014976,2,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,2.78786839,0.038200,1.020,0.091,1.04000,0.00328,M-R relationship,0.000000,153.74,1432,0,0.01280,,4754.00,0.72,0.76,0.010,[Fe/H],-0.666,4.61,4.680,2.35572,,,,19h46m53.87s,296.7244553,+49d31m57.66s,49.5326846,358.5180000,14.7480000,12.1280000,14.4231000
Kepler-1151 b,Kepler-1151,b,,,TIC 63204022,Gaia DR2 2129254333627658112,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,65.64784240,0.319700,2.220,0.198,5.56000,0.01750,M-R relationship,0.000000,4.86,485,0,0.02373,,5470.00,0.85,0.88,-0.110,[Fe/H],-0.342,4.53,4.370,6.66383,,,,19h28m59.47s,292.2477819,+47d52m42.33s,47.8784257,682.4360000,15.0050000,13.1260000,14.8569000
Kepler-1152 b,Kepler-1152,b,,,TIC 159382189,Gaia DR2 2126870351901388672,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,1.64680191,0.022300,0.870,0.078,0.59000,0.00186,M-R relationship,0.000000,139.60,806,0,0.01545,,3964.00,0.53,0.55,-0.250,[Fe/H],-1.097,4.73,3.470,3.72809,,,,19h21m44.20s,290.4341483,+44d06m28.01s,44.1077802,215.2330000,15.3100000,11.6830000,14.5976000
Kepler-1153 b,Kepler-1153,b,,,TIC 158987296,Gaia DR2 2127307888808670976,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,1.75583533,0.027700,1.730,0.154,3.64000,0.01150,M-R relationship,0.000000,761.81,1343,0,0.01848,,5470.00,0.88,0.91,0.030,[Fe/H],-0.284,4.52,4.570,2.57091,,,,19h16m35.32s,289.1471849,+45d51m58.07s,45.8661300,1119.4900000,15.7670000,14.0290000,15.7976000
Kepler-1154 b,Kepler-1154,b,,,TIC 169561256,Gaia DR2 2073641344741406464,1,2,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,5.18561420,0.063100,2.340,0.209,6.08000,0.01910,M-R relationship,0.000000,652.97,1314,0,0.01496,,6327.00,1.43,1.26,0.040,[Fe/H],0.452,4.23,2.290,0.68894,,,,19h49m54.51s,297.4771158,+39d52m38.04s,39.8772345,1460.1000000,14.9530000,13.3480000,14.7792000
Kepler-1154 c,Kepler-1154,c,,,TIC 169561256,Gaia DR2 2073641344741406464,1,2,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,8.45808312,0.087500,2.360,0.211,6.17000,0.01940,M-R relationship,0.000000,339.57,1117,0,0.01493,,6327.00,1.43,1.26,0.040,[Fe/H],0.452,4.23,2.290,2.48739,,,,19h49m54.51s,297.4771158,+39d52m38.04s,39.8772345,1460.1000000,14.9530000,13.3480000,14.7792000
Kepler-1155 b,Kepler-1155,b,,,TIC 121785676,Gaia DR2 2099713617285398528,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,33.46974300,0.200600,2.030,0.181,4.78000,0.01500,M-R relationship,0.000000,32.52,609,0,0.01803,,5842.00,1.03,1.03,0.040,[Fe/H],0.047,4.43,3.720,3.21232,,,,19h15m16.95s,288.8206058,+39d31m22.34s,39.5228712,1128.7200000,14.7990000,13.1840000,14.7392000
Kepler-1156 b,Kepler-1156,b,,,TIC 158842046,Gaia DR2 2127359737653864832,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,11.89520511,0.099400,1.320,0.118,2.30000,0.00724,M-R relationship,0.000000,83.01,787,0,0.01208,,5778.00,1.00,1.00,0.020,[Fe/H],-0.068,4.44,4.470,2.28121,,,,19h15m41.78s,288.9240901,+46d03m27.31s,46.0575865,691.3310000,14.2620000,12.6600000,14.1258000
Kepler-1157 b,Kepler-1157,b,,,TIC 164460347,Gaia DR2 2105106687459103488,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,4.45743164,0.044800,1.090,0.097,1.32000,0.00416,M-R relationship,0.000000,95.44,732,0,0.01441,,4679.00,0.71,0.76,0.050,[Fe/H],-0.675,4.62,3.390,2.97604,,,,18h52m29.02s,283.1209268,+43d31m32.05s,43.5255701,342.1440000,14.6030000,12.0150000,14.3769000
Kepler-1158 b,Kepler-1158,b,,,TIC 137557778,Gaia DR2 2101670713625146112,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,13.53962930,0.124600,2.340,0.209,6.08000,0.01910,M-R relationship,0.000000,449.70,1079,0,0.01060,,6203.00,1.95,1.41,0.180,[Fe/H],0.840,4.01,2.880,1.29966,,,,19h28m56.14s,292.2339048,+41d34m30.66s,41.5751832,1484.2500000,13.6180000,12.2710000,13.5744000
Kepler-1159 b,Kepler-1159,b,,,TIC 270955277,Gaia DR2 2079920552562267904,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,22.70816791,0.160300,2.370,0.211,6.21000,0.01950,M-R relationship,0.000000,80.98,677,0,0.01681,,6217.00,1.28,1.19,0.040,[Fe/H],0.298,4.30,2.750,4.66661,,,,19h37m03.92s,294.2663250,+45d12m15.23s,45.2042317,1213.7100000,14.6780000,13.1560000,14.5451000
Kepler-116 b,Kepler-116,b,,,TIC 271260980,Gaia DR2 2078272831307891456,1,2,0,Transit,2014,Kepler,0.95 m Kepler Telescope,0,5.96873400,0.069000,3.420,0.305,11.60000,0.03640,M-R relationship,0.000000,594.45,1251,0,0.02180,,6142.00,1.45,1.21,0.040,[Fe/H],0.421,4.20,0.340,1.06053,,,,19h38m58.09s,294.7420605,+43d32m12.42s,43.5367842,955.1680000,13.7440000,12.3830000,13.6894000
Kepler-116 c,Kepler-116,c,,,TIC 271260980,Gaia DR2 2078272831307891456,1,2,0,Transit,2014,Kepler,0.95 m Kepler Telescope,0,13.07163000,0.116000,2.300,0.205,5.90000,0.01860,M-R relationship,0.000000,208.98,964,0,0.01443,,6142.00,1.45,1.21,0.040,[Fe/H],0.421,4.20,0.340,4.04639,,,,19h38m58.09s,294.7420605,+43d32m12.42s,43.5367842,955.1680000,13.7440000,12.3830000,13.6894000
Kepler-1160 b,Kepler-1160,b,,,TIC 158630233,Gaia DR2 2102983496146969856,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,7.97034958,0.075500,2.140,0.191,5.22000,0.01640,M-R relationship,0.000000,93.31,839,0,0.02200,,5519.00,0.89,0.92,0.010,[Fe/H],-0.343,4.51,4.570,3.39097,,,,19h11m31.05s,287.8793899,+43d21m50.67s,43.3640752,1077.6300000,16.0060000,14.1600000,15.8003000
Kepler-1161 b,Kepler-1161,b,,,TIC 268390796,Gaia DR2 2079247239132750720,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,10.71252541,0.078400,2.130,0.190,5.18000,0.01630,M-R relationship,0.000000,26.23,485,0,0.03413,,4253.00,0.57,0.59,-0.350,[Fe/H],-0.653,4.70,3.390,3.57023,,,,19h56m18.49s,299.0770621,+45d26m26.01s,45.4405583,547.7260000,16.1630000,13.1410000,15.8004000
Kepler-1162 b,Kepler-1162,b,,,TIC 164522726,Gaia DR2 2106996095111385728,1,2,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,32.56370690,0.190000,2.210,0.197,5.52000,0.01740,M-R relationship,0.000000,12.25,490,0,0.02433,,5390.00,0.84,0.89,-0.030,[Fe/H],-0.322,4.54,4.370,1.49185,,,,18h53m10.09s,283.2920273,+45d26m02.33s,45.4339813,940.2110000,15.7490000,13.7530000,15.4855000
Kepler-1162 c,Kepler-1162,c,,,TIC 164522726,Gaia DR2 2106996095111385728,1,2,0,Transit,2023,Kepler,0.95 m Kepler Telescope,0,59.28406400,0.283200,1.810,0.168,3.93000,0.01240,M-R relationship,0.000000,6.14,401,0,0.01930,,5225.00,0.86,0.86,0.140,[Fe/H],-0.322,4.50,0.500,1.95609,,,,18h53m10.09s,283.2920273,+45d26m02.33s,45.4339813,940.2110000,15.7490000,13.7530000,15.4855000
Kepler-1163 b,Kepler-1163,b,,,TIC 406950324,Gaia DR2 2130026255211751808,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,6.11786898,0.068500,1.030,0.092,1.08000,0.00340,M-R relationship,0.000000,511.76,1211,0,0.00726,,6302.00,1.35,1.22,0.020,[Fe/H],0.396,4.26,2.880,0.71347,,,-45.36,19h20m56.61s,290.2358630,+50d01m48.24s,50.0300654,478.6470000,12.2080000,10.9710000,12.1183000
Kepler-1164 b,Kepler-1164,b,,,TIC 121275496,Gaia DR2 2099632837540824192,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,3.97599768,0.045700,1.120,0.100,1.46000,0.00459,M-R relationship,0.000000,181.21,936,0,0.01345,,5183.00,0.79,0.85,-0.030,[Fe/H],-0.399,4.57,3.630,2.76446,,,,19h10m07.11s,287.5296372,+38d53m40.22s,38.8945065,431.6220000,14.3210000,12.2030000,14.0899000
Kepler-1165 b,Kepler-1165,b,,,TIC 158326744,Gaia DR2 2106208363750121728,1,2,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,9.47852200,0.091400,1.550,0.138,3.02000,0.00951,M-R relationship,0.000000,464.77,946,0,0.01210,,6080.00,1.18,1.13,0.050,[Fe/H],0.552,4.34,3.240,0.33691,,,,19h07m53.09s,286.9712284,+44d42m29.76s,44.7082669,1575.2000000,14.5210000,13.0700000,14.3923000
Kepler-1165 c,Kepler-1165,c,,,TIC 158326744,Gaia DR2 2106208363750121728,1,2,0,Transit,2021,Kepler,0.95 m Kepler Telescope,0,29.96870041,0.196900,3.361,0.300,11.20000,0.03540,M-R relationship,0.000000,40.76,644,0,0.01691,,6249.00,1.08,1.13,-0.040,[Fe/H],0.552,4.43,0.300,0.79028,,,,19h07m53.09s,286.9712284,+44d42m29.76s,44.7082669,1575.2000000,14.5210000,13.0700000,14.3923000
Kepler-1166 b,Kepler-1166,b,,,TIC 406951266,Gaia DR2 2133173542823321344,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,33.24068820,0.197500,1.690,0.151,3.50000,0.01100,M-R relationship,0.000000,14.19,486,0,0.01752,,5446.00,0.86,0.90,-0.020,[Fe/H],-0.256,4.53,4.900,2.66299,,,,19h21m23.64s,290.3484956,+50d54m10.22s,50.9028387,634.9060000,14.6500000,12.7370000,14.4660000
Kepler-1167 b,Kepler-1167,b,,,TIC 273875149,Gaia DR2 2086441721667415424,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,1.00393374,0.017500,1.710,0.153,3.57000,0.01120,M-R relationship,0.000000,1039.70,1419,0,0.02103,,4971.00,0.75,0.79,-0.050,[Fe/H],-0.536,4.60,4.270,2.85817,,,,19h53m12.64s,298.3026595,+47d41m38.28s,47.6939654,820.9050000,16.0470000,13.6630000,15.9292000
