# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Sep  4 15:42:21 2023
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN hd_name:        HD ID
# COLUMN hip_name:       HIP ID
# COLUMN tic_id:         TIC ID
# COLUMN gaia_id:        GAIA ID
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN disc_telescope: Discovery Telescope
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius
# COLUMN pl_ratrorerr1:  Ratio of Planet to Stellar Radius Upper Unc.
# COLUMN pl_ratrorerr2:  Ratio of Planet to Stellar Radius Lower Unc.
# COLUMN pl_ratrorlim:   Ratio of Planet to Stellar Radius Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_denserr1:    Stellar Density Upper Unc. [g/cm**3]
# COLUMN st_denserr2:    Stellar Density Lower Unc. [g/cm**3]
# COLUMN st_denslim:     Stellar Density Limit Flag
# COLUMN st_vsin:        Stellar Rotational Velocity [km/s]
# COLUMN st_vsinerr1:    Stellar Rotational Velocity [km/s] Upper Unc.
# COLUMN st_vsinerr2:    Stellar Rotational Velocity [km/s] Lower Unc.
# COLUMN st_vsinlim:     Stellar Rotational Velocity Limit Flag
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_rotperr1:    Stellar Rotational Period [days] Upper Unc.
# COLUMN st_rotperr2:    Stellar Rotational Period [days] Lower Unc.
# COLUMN st_rotplim:     Stellar Rotational Period Limit Flag
# COLUMN st_radv:        Systemic Radial Velocity [km/s]
# COLUMN st_radverr1:    Systemic Radial Velocity Upper Unc. [km/s]
# COLUMN st_radverr2:    Systemic Radial Velocity Lower Unc. [km/s]
# COLUMN st_radvlim:     Systemic Radial Velocity Limit Flag
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
#
loc_rowid,pl_name,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_id,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_facility,disc_telescope,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
2074,Kepler-11 e,Kepler-11,e,,,TIC 169175503,Gaia DR2 2076960598545789824,1,6,0,Transit,2010,Kepler,0.95 m Kepler Telescope,0,31.99960000,0.00080000,-0.00120000,0,0.195000,0.002000,-0.002000,0,4.190,0.070,-0.090,0,0.374,0.006,-0.008,0,8.00000,1.50000,-2.10000,0,0.02500,0.00500,-0.00700,0,Mass,0.012000,0.006000,-0.006000,0,32.34,0.92,-0.89,0,582,,,0,1,0.03643,0.00021,-0.00028,0,,5663.00,55.00,-66.00,0,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0,0.040,0.096,-0.094,0,[Fe/H],0.120,,,0,4.37,0.01,-0.02,0,8.500,1.100,-1.400,0,1.12200,0.04900,-0.06000,0,0.4000,0.5000,-0.5000,0,,,,,-57.16,,,0,19h48m27.62s,297.1150949,+41d54m32.79s,41.9091092,646.3460000,6.3750000,-6.3750000,13.8170000,0.0920000,-0.0920000,12.1800000,0.0200000,-0.0200000,13.7062000,0.0002710,-0.0002710
2075,Kepler-11 f,Kepler-11,f,,,TIC 169175503,Gaia DR2 2076960598545789824,1,6,0,Transit,2010,Kepler,0.95 m Kepler Telescope,0,46.68880000,0.00270000,-0.00320000,0,0.250000,0.002000,-0.002000,0,2.490,0.040,-0.070,0,0.222,0.004,-0.006,0,2.00000,0.80000,-0.90000,0,0.00600,0.00300,-0.00300,0,Mass,0.013000,0.011000,-0.009000,0,19.53,0.56,-0.54,0,513,,,0,1,0.02169,0.00026,-0.00026,0,,5663.00,55.00,-66.00,0,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0,0.040,0.096,-0.094,0,[Fe/H],0.120,,,0,4.37,0.01,-0.02,0,8.500,1.100,-1.400,0,1.12200,0.04900,-0.06000,0,0.4000,0.5000,-0.5000,0,,,,,-57.16,,,0,19h48m27.62s,297.1150949,+41d54m32.79s,41.9091092,646.3460000,6.3750000,-6.3750000,13.8170000,0.0920000,-0.0920000,12.1800000,0.0200000,-0.0200000,13.7062000,0.0002710,-0.0002710
2076,Kepler-11 g,Kepler-11,g,,,TIC 169175503,Gaia DR2 2076960598545789824,1,6,0,Transit,2010,Kepler,0.95 m Kepler Telescope,0,118.38070000,0.00100000,-0.00060000,0,0.466000,0.004000,-0.004000,0,3.330,0.060,-0.080,0,0.297,0.005,-0.007,0,25.00000,,,1,0.07900,,,1,Mass,0.150000,,,1,5.65,0.16,-0.15,0,376,,,0,1,0.02899,0.00022,-0.00032,0,,5663.00,55.00,-66.00,0,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0,0.040,0.096,-0.094,0,[Fe/H],0.120,,,0,4.37,0.01,-0.02,0,8.500,1.100,-1.400,0,1.12200,0.04900,-0.06000,0,0.4000,0.5000,-0.5000,0,,,,,-57.16,,,0,19h48m27.62s,297.1150949,+41d54m32.79s,41.9091092,646.3460000,6.3750000,-6.3750000,13.8170000,0.0920000,-0.0920000,12.1800000,0.0200000,-0.0200000,13.7062000,0.0002710,-0.0002710
2077,Kepler-110 b,Kepler-110,b,,,TIC 26751563,Gaia DR2 2128925579652377472,1,2,0,Transit,2014,Kepler,0.95 m Kepler Telescope,0,12.69111200,0.00003600,-0.00003600,0,0.107000,,,0,1.830,0.360,-0.360,0,0.163,0.032,-0.032,0,4.01000,,,0,0.01260,,,0,M-R relationship,0.000000,,,0,153.88,5.10,-4.92,0,1008,,,0,1,0.01471,0.00028,-0.00019,0,,5960.00,153.00,-153.00,0,1.15,0.23,-0.23,0,1.07,0.06,-0.06,0,-0.150,0.021,-0.021,0,[M/H],0.276,0.017,-0.021,0,4.33,0.15,-0.15,0,4.470,0.920,-1.090,0,0.79317,0.20004,-0.19244,0,,,,,,,,,0.04,2.64,-2.64,0,19h31m43.00s,292.9291693,+48d36m10.19s,48.6028303,586.5310000,8.2150000,-7.9950000,13.0030000,0.1030000,-0.1030000,11.6230000,0.0190000,-0.0190000,12.9020000,0.0003270,-0.0003270
2078,Kepler-110 c,Kepler-110,c,,,TIC 26751563,Gaia DR2 2128925579652377472,1,2,0,Transit,2014,Kepler,0.95 m Kepler Telescope,0,31.71977500,0.00010400,-0.00010400,0,0.198000,,,0,2.210,0.440,-0.440,0,0.197,0.039,-0.039,0,5.52000,,,0,0.01740,,,0,M-R relationship,0.000000,,,0,45.34,1.50,-1.45,0,743,,,0,1,0.01758,0.00036,-0.00020,0,,5960.00,153.00,-153.00,0,1.15,0.23,-0.23,0,1.07,0.06,-0.06,0,-0.150,0.021,-0.021,0,[M/H],0.276,0.017,-0.021,0,4.33,0.15,-0.15,0,4.470,0.920,-1.090,0,0.79317,0.20004,-0.19244,0,,,,,,,,,0.04,2.64,-2.64,0,19h31m43.00s,292.9291693,+48d36m10.19s,48.6028303,586.5310000,8.2150000,-7.9950000,13.0030000,0.1030000,-0.1030000,11.6230000,0.0190000,-0.0190000,12.9020000,0.0003270,-0.0003270
2079,Kepler-1100 b,Kepler-1100,b,,,TIC 63009789,Gaia DR2 2126163675162475136,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,6.42200058,0.00002182,-0.00002182,0,0.068400,,,0,1.750,0.820,-0.290,0,0.156,0.073,-0.026,0,3.71000,,,0,0.01170,,,0,M-R relationship,0.000000,,,0,238.51,8.48,-8.17,0,1000,,,0,0,0.01189,0.00035,-0.00045,0,,6247.00,128.56,-164.45,0,1.34,0.63,-0.22,0,1.21,0.20,-0.11,0,0.050,0.135,-0.144,0,[Fe/H],0.088,,,0,4.26,0.12,-0.26,0,2.690,1.100,-0.966,0,2.85412,0.32144,-0.96952,0,,,,,,,,,,,,,19h27m29.12s,291.8713535,+44d05m14.61s,44.0873907,693.6180000,8.0345000,-8.0345000,13.9520000,0.0800000,-0.0800000,12.4560000,0.0280000,-0.0280000,13.8225000,0.0002240,-0.0002240
2080,Kepler-1101 b,Kepler-1101,b,,,TIC 271163971,Gaia DR2 2080048680026646912,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,81.31510590,0.00056930,-0.00056930,0,0.348300,,,0,2.470,0.370,-0.210,0,0.220,0.033,-0.019,0,6.66000,,,0,0.02100,,,0,M-R relationship,0.000000,,,0,3.58,0.18,-0.17,0,393,,,0,0,0.02534,0.00099,-0.00073,0,,5614.00,130.34,-168.73,0,0.91,0.13,-0.07,0,0.94,0.06,-0.06,0,-0.040,0.150,-0.178,0,[Fe/H],-0.351,,,0,4.50,0.05,-0.12,0,4.270,4.540,-2.580,0,3.75810,0.40224,-1.12514,0,,,,,,,,,,,,,19h38m16.65s,294.5693544,+45d40m16.18s,45.6711623,742.4730000,13.4840000,-13.4840000,15.1560000,0.1260000,-0.1260000,13.3140000,0.0350000,-0.0350000,15.0958000,0.0003520,-0.0003520
2081,Kepler-1102 b,Kepler-1102,b,,,TIC 47976987,Gaia DR2 2119646801021958272,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,51.32856230,0.00033260,-0.00033260,0,0.273100,,,0,2.660,0.530,-0.230,0,0.237,0.047,-0.021,0,7.56000,,,0,0.02380,,,0,M-R relationship,0.000000,,,0,22.98,1.46,-1.36,0,546,,,0,0,0.02562,0.00359,-0.00084,0,,5724.00,76.50,-71.34,0,0.94,0.14,-0.07,0,0.96,0.05,-0.07,0,-0.080,0.162,-0.204,0,[Fe/H],0.139,,,0,4.48,0.06,-0.12,0,4.370,3.880,-2.610,0,0.31768,0.21273,-0.20570,0,,,,,,,,,,,,,18h45m17.42s,281.3225917,+48d03m59.38s,48.0664955,1246.0500000,30.8200000,-29.4000000,14.9280000,0.1260000,-0.1260000,13.3810000,0.0420000,-0.0420000,14.9224000,0.0003430,-0.0003430
2082,Kepler-1103 b,Kepler-1103,b,,,TIC 399951202,Gaia DR2 2132808608042844160,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,19.79191978,0.00009543,-0.00009543,0,0.147300,,,0,2.270,0.610,-0.270,0,0.203,0.054,-0.024,0,5.77000,,,0,0.01820,,,0,M-R relationship,0.000000,,,0,160.28,7.03,-6.70,0,736,,,0,0,0.01811,0.00064,-0.00043,0,,6092.00,106.14,-106.64,0,1.15,0.31,-0.13,0,1.11,0.10,-0.08,0,-0.010,0.136,-0.183,0,[Fe/H],0.522,,,0,4.36,0.09,-0.17,0,3.310,1.450,-1.620,0,5.24102,0.76972,-1.67708,0,,,,,,,,,,,,,19h09m31.71s,287.3821348,+49d27m08.73s,49.4524247,1331.9200000,24.4400000,-23.5800000,14.2940000,0.1260000,-0.1260000,12.7310000,0.0260000,-0.0260000,14.0732000,0.0002440,-0.0002440
2083,Kepler-1104 b,Kepler-1104,b,,,TIC 27186509,Gaia DR2 2135002576119495936,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,5.03728015,0.00001378,-0.00001378,0,0.062800,,,0,1.230,0.140,-0.100,0,0.110,0.012,-0.009,0,2.04000,,,0,0.00642,,,0,M-R relationship,0.000000,,,0,813.52,41.17,-38.81,0,1321,,,0,0,0.00819,0.00029,-0.00019,0,,6417.00,90.52,-84.06,0,1.41,0.15,-0.10,0,1.30,0.06,-0.05,0,0.130,0.097,-0.099,0,[Fe/H],0.514,0.029,-0.027,0,4.25,0.06,-0.07,0,2.040,0.576,-0.586,0,0.61522,0.16279,-0.11480,0,,,,,,,,,-31.18,2.63,-2.63,0,19h37m52.44s,294.4685197,+49d19m51.52s,49.3309789,530.6580000,12.8370000,-12.2550000,12.1250000,0.0460000,-0.0460000,10.9710000,0.0160000,-0.0160000,12.0831000,0.0002070,-0.0002070
2084,Kepler-1105 b,Kepler-1105,b,,,TIC 123231917,Gaia DR2 2116733198288204288,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,4.42157218,0.00000977,-0.00000977,0,0.047100,,,0,2.010,0.060,-0.250,0,0.179,0.005,-0.022,0,4.70000,,,0,0.01480,,,0,M-R relationship,0.000000,,,0,47.18,1.10,-1.07,0,729,,,0,0,0.02680,0.00060,-0.00336,0,,4299.00,41.81,-47.77,0,0.68,0.01,-0.02,0,0.71,0.02,-0.03,0,0.280,0.082,-0.109,0,[Fe/H],-0.945,,,0,4.62,0.02,-0.01,0,8.710,3.910,-4.690,0,0.66228,3.71424,-0.07585,0,,,,,,,,,,,,,18h44m26.82s,281.1117588,+42d27m17.89s,42.4549698,318.0040000,2.5170000,-2.4790000,15.3150000,0.1370000,-0.1370000,12.3710000,0.0180000,-0.0180000,15.1422000,0.0004420,-0.0004420
2085,Kepler-1106 b,Kepler-1106,b,,,TIC 159649503,Gaia DR2 2126198756455621376,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,1.25275217,0.00000215,-0.00000215,0,0.023900,,,0,1.650,0.490,-0.230,0,0.147,0.044,-0.021,0,3.36000,,,0,0.01060,,,0,M-R relationship,0.000000,,,0,2399.97,118.75,-112.37,0,2199,,,0,0,0.01337,0.00040,-0.00022,0,,6104.00,152.44,-185.27,0,1.17,0.34,-0.16,0,1.11,0.14,-0.09,0,0.000,0.125,-0.171,0,[Fe/H],0.159,,,0,4.35,0.10,-0.19,0,3.090,1.730,-1.360,0,0.89491,0.34303,-0.09313,0,,,,,,,,,,,,,19h24m34.84s,291.1451576,+44d03m44.90s,44.0624715,1090.7000000,23.9100000,-22.9200000,14.8630000,0.1830000,-0.1830000,13.2340000,0.0240000,-0.0240000,14.6276000,0.0002710,-0.0002710
2086,Kepler-1107 b,Kepler-1107,b,,,TIC 122716169,Gaia DR2 2052965337812644352,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,0.57103852,0.00000042,-0.00000042,0,0.012600,,,0,1.340,0.100,-0.080,0,0.120,0.009,-0.007,0,2.36000,,,0,0.00742,,,0,M-R relationship,0.000000,,,0,2387.26,68.66,-66.21,0,1897,,,0,0,0.01458,0.00039,-0.00029,0,,5268.00,104.99,-126.81,0,0.82,0.06,-0.04,0,0.86,0.04,-0.05,0,0.010,0.148,-0.162,0,[Fe/H],-0.417,,,0,4.55,0.03,-0.07,0,4.470,6.030,-2.700,0,4.56279,0.07264,-1.37985,0,,,,,,,,,,,,,19h24m11.98s,291.0499340,+39d08m30.03s,39.1416740,428.7980000,4.2320000,-4.2320000,14.3150000,0.0570000,-0.0570000,12.1520000,0.0220000,-0.0220000,14.1282000,0.0008470,-0.0008470
2087,Kepler-1108 b,Kepler-1108,b,,,TIC 272083644,Gaia DR2 2080390353264322944,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,4.51005748,0.00001330,-0.00001330,0,0.051100,,,0,1.460,0.140,-0.110,0,0.130,0.012,-0.010,0,2.73000,,,0,0.00859,,,0,M-R relationship,0.000000,,,0,206.41,9.56,-9.09,0,1063,,,0,0,0.01582,0.00066,-0.00043,0,,5406.00,149.30,-105.10,0,0.84,0.07,-0.06,0,0.88,0.05,-0.06,0,-0.090,0.158,-0.182,0,[Fe/H],-0.258,,,0,4.54,0.04,-0.08,0,4.170,5.580,-2.570,0,3.82916,0.23618,-1.59583,0,,,,,,,,,,,,,19h44m10.15s,296.0422962,+45d59m06.50s,45.9851400,767.7010000,14.0120000,-13.5270000,15.1320000,0.1950000,-0.1950000,13.1720000,0.0300000,-0.0300000,14.9192000,0.0004460,-0.0004460
2088,Kepler-1109 b,Kepler-1109,b,,,TIC 137336979,Gaia DR2 2052983514114840192,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,37.64673840,0.00021200,-0.00021200,0,0.246600,,,0,2.190,0.440,-0.230,0,0.195,0.039,-0.021,0,5.43000,,,0,0.01710,,,0,M-R relationship,0.000000,,,0,11.38,0.46,-0.44,0,787,,,0,0,0.01912,0.00052,-0.00063,0,,5893.00,111.41,-163.52,0,1.06,0.21,-0.11,0,1.05,0.07,-0.07,0,0.040,0.141,-0.147,0,[Fe/H],-0.076,,,0,4.41,0.07,-0.15,0,3.800,2.600,-2.110,0,1.31457,0.09625,-0.45822,0,,,,,,,,,,,,,19h26m35.10s,291.6462654,+39d23m47.80s,39.3966122,685.0870000,10.1045000,-10.1045000,14.4050000,0.1260000,-0.1260000,12.7070000,0.0280000,-0.0280000,14.2665000,0.0002400,-0.0002400
2089,Kepler-111 b,Kepler-111,b,,,TIC 63001143,Gaia DR2 2126569051355142656,1,2,0,Transit,2014,Kepler,0.95 m Kepler Telescope,0,3.34181500,0.00000600,-0.00000600,0,0.046000,,,0,1.580,0.200,-0.200,0,0.141,0.018,-0.018,0,3.12000,,,0,0.00982,,,0,M-R relationship,0.000000,,,0,677.50,19.34,-18.76,0,1356,,,0,1,0.01179,0.00026,-0.00026,0,,5952.00,74.00,-74.00,0,1.16,0.14,-0.14,0,1.17,0.03,-0.03,0,0.280,0.070,-0.070,0,[M/H],0.195,0.018,-0.018,0,4.38,0.10,-0.10,0,2.300,1.100,-1.100,0,0.88106,0.32055,-0.02010,0,,,,,,,,,,,,,19h26m36.76s,291.6531630,+44d41m17.74s,44.6882613,657.2230000,6.0140000,-5.9080000,13.5430000,0.0690000,-0.0690000,12.1100000,0.0230000,-0.0230000,13.4192000,0.0002350,-0.0002350
2090,Kepler-111 c,Kepler-111,c,,,TIC 63001143,Gaia DR2 2126569051355142656,1,2,0,Transit,2014,Kepler,0.95 m Kepler Telescope,0,224.78460800,0.00041100,-0.00041100,0,0.761000,,,0,7.300,0.910,-0.910,0,0.651,0.081,-0.081,0,42.00000,,,0,0.13200,,,0,M-R relationship,0.000000,,,0,2.48,0.07,-0.07,0,333,,,0,1,0.06010,0.00021,-0.00064,0,,5952.00,74.00,-74.00,0,1.16,0.14,-0.14,0,1.17,0.03,-0.03,0,0.280,0.070,-0.070,0,[M/H],0.195,0.018,-0.018,0,4.38,0.10,-0.10,0,2.300,1.100,-1.100,0,0.43200,0.03762,-0.02942,0,,,,,,,,,,,,,19h26m36.76s,291.6531630,+44d41m17.74s,44.6882613,657.2230000,6.0140000,-5.9080000,13.5430000,0.0690000,-0.0690000,12.1100000,0.0230000,-0.0230000,13.4192000,0.0002350,-0.0002350
2091,Kepler-1110 b,Kepler-1110,b,,,TIC 351060274,Gaia DR2 2052691044021500032,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,9.69312032,0.00003024,-0.00003024,0,0.075400,,,0,2.660,0.380,-0.260,0,0.237,0.034,-0.023,0,7.56000,,,0,0.02380,,,0,M-R relationship,0.000000,,,0,43.14,2.75,-2.56,0,609,,,0,0,0.03470,0.00456,-0.00244,0,,4781.00,88.04,-77.50,0,0.70,0.04,-0.05,0,0.73,0.05,-0.05,0,-0.160,0.185,-0.188,0,[Fe/H],-0.637,,,0,4.62,0.03,-0.03,0,4.790,5.900,-2.860,0,2.74996,1.40203,-2.17113,0,,,,,,,,,,,,,19h27m13.94s,291.8080645,+38d37m21.58s,38.6226615,726.8280000,17.0490000,-17.0490000,16.2740000,0.0920000,-0.0920000,13.6040000,0.0440000,-0.0440000,15.8872000,0.0005080,-0.0005080
2092,Kepler-1111 b,Kepler-1111,b,,,TIC 271663670,Gaia DR2 2080016106994504704,1,1,0,Transit,2016,Kepler,0.95 m Kepler Telescope,0,8.79617863,0.00002970,-0.00002970,0,0.087200,,,0,2.000,0.540,-0.260,0,0.178,0.048,-0.023,0,4.66000,,,0,0.01470,,,0,M-R relationship,0.000000,,,0,118.52,5.83,-5.55,0,938,,,0,0,0.01639,0.00056,-0.00036,0,,6077.00,143.77,-199.70,0,1.15,0.31,-0.15,0,1.10,0.13,-0.09,0,0.020,0.136,-0.170,0,[Fe/H],-0.090,,,0,4.36,0.09,-0.17,0,3.160,1.680,-1.400,0,1.97461,0.10258,-0.71092,0,,,,,,,,,,,,,19h41m51.22s,295.4634045,+45d48m45.97s,45.8127697,841.5360000,15.7590000,-15.7590000,14.8800000,0.1140000,-0.1140000,13.2440000,0.0330000,-0.0330000,14.7155000,0.0002930,-0.0002930
