# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Jul 15 22:56:14 2023
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN pl_ratdor:      Ratio of Semi-Major Axis to Stellar Radius
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
#
pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,pl_ratdor,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
HD 30669 b,HD 30669,1,1,Radial Velocity,2014,La Silla Observatory,0,1684.00000000,2.690000,14.300,1.270,149.37000,0.47000,Msini,0.180000,,,0,,G9 V,5400.00,0.91,0.92,0.130,[Fe/H],-0.146,4.37,04h48m28.76s,72.1198522,-28d25m08.67s,-28.4190757,58.0844000,9.1200000,7.3290000,8.9066700
HD 307842 b,HD 307842,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,2.79703650,0.038000,1.930,0.172,9.67000,0.03043,Mass,0.000000,413.89,1256,0,9.030000,G,5558.00,0.91,0.91,-0.130,[Fe/H],-0.190,4.48,10h37m21.89s,159.3412205,-63d39m20.49s,-63.6556923,64.5997000,9.4120000,7.6400000,9.2350100
HD 30856 b,HD 30856,2,1,Radial Velocity,2011,W. M. Keck Observatory,0,847.00000000,1.850000,13.500,1.210,491.68301,1.54700,Msini,0.061000,,,0,,K0 III,4895.00,4.40,1.17,-0.060,[Fe/H],0.996,3.20,04h50m17.88s,72.5745099,-24d22m08.14s,-24.3689282,131.1990000,7.9100000,5.6570000,7.6581300
HD 31253 b,HD 31253,1,1,Radial Velocity,2010,W. M. Keck Observatory,0,466.00000000,1.260000,14.100,1.260,197.05460,0.62000,Msini,0.300000,,,0,,F8,6130.00,1.75,1.70,0.170,[Fe/H],0.517,4.18,04h54m43.75s,73.6822877,+12d21m07.24s,12.3520103,58.1438000,7.1326600,5.7920000,6.9847900
HD 31527 b,HD 31527,1,3,Radial Velocity,2019,La Silla Observatory,0,16.55350000,0.125400,3.220,0.288,10.47000,0.03290,Msini,0.100000,,,0,,G2 V,5898.00,1.07,0.96,-0.170,[Fe/H],0.079,4.45,04h55m38.31s,73.9096193,-23d14m28.74s,-23.2413163,38.4473000,7.4900000,6.0490000,7.3322200
HD 31527 c,HD 31527,1,3,Radial Velocity,2019,La Silla Observatory,0,51.20530000,0.266300,3.850,0.343,14.16000,0.04450,Msini,0.040000,,,0,,G2 V,5898.00,1.07,0.96,-0.170,[Fe/H],0.079,4.45,04h55m38.31s,73.9096193,-23d14m28.74s,-23.2413163,38.4473000,7.4900000,6.0490000,7.3322200
HD 31527 d,HD 31527,1,3,Radial Velocity,2019,La Silla Observatory,0,271.67370000,0.809800,3.460,0.309,11.82000,0.03720,Msini,0.240000,,,0,,G2 V,5898.00,1.07,0.96,-0.170,[Fe/H],0.079,4.45,04h55m38.31s,73.9096193,-23d14m28.74s,-23.2413163,38.4473000,7.4900000,6.0490000,7.3322200
HD 3167 b,HD 3167,1,4,Transit,2016,K2,0,0.95964100,0.017960,1.670,0.149,4.97000,0.01564,Mass,0.000000,1650.00,1774,0,4.450000,K0 V,5261.00,0.88,0.84,0.040,[Fe/H],-0.270,4.53,00h34m57.64s,8.7401487,+04d22m50.60s,4.3807215,47.2899000,8.9700000,7.0660000,8.7622100
HD 3167 c,HD 3167,1,4,Transit,2016,K2,0,29.84540000,0.177600,3.000,0.268,11.13000,0.03502,Mass,0.060000,16.90,564,0,44.010000,K0 V,5261.00,0.88,0.84,0.040,[Fe/H],-0.270,4.53,00h34m57.64s,8.7401487,+04d22m50.60s,4.3807215,47.2899000,8.9700000,7.0660000,8.7622100
HD 3167 d,HD 3167,1,4,Radial Velocity,2017,Multiple Observatories,0,8.41120000,0.076300,1.920,0.171,4.33000,0.01362,Msini,0.120000,88.90,860,0,19.020000,K0 V,5261.00,0.88,0.84,0.040,[Fe/H],-0.270,4.47,00h34m57.64s,8.7401487,+04d22m50.60s,4.3807215,47.2899000,8.9700000,7.0660000,8.7622100
HD 3167 e,HD 3167,1,4,Radial Velocity,2022,CHaracterising ExOPlanets Satellite (CHEOPS),0,96.63000000,0.388500,2.830,0.253,8.41000,0.02646,Msini,0.150000,,375,0,99.930000,K0 V,5261.00,0.88,0.84,0.040,[Fe/H],-0.270,4.47,00h34m57.64s,8.7401487,+04d22m50.60s,4.3807215,47.2899000,8.9700000,7.0660000,8.7622100
HD 32518 b,HD 32518,1,1,Radial Velocity,2009,Thueringer Landessternwarte Tautenburg,0,157.54000000,0.590000,13.100,1.170,966.16000,3.04000,Msini,0.010000,,,0,,K1 III,4580.00,10.22,1.13,-0.150,[Fe/H],1.666,2.10,05h09m36.90s,77.4037569,+69d38m20.89s,69.6391355,122.1150000,6.4300500,3.9110000,6.1193300
HD 32963 b,HD 32963,1,1,Radial Velocity,2015,W. M. Keck Observatory,0,2372.00000000,3.410000,13.400,1.190,657.90480,2.07000,Mass,0.070000,,,0,,G5 IV,5727.00,1.11,0.94,0.110,[Fe/H],0.064,4.41,05h07m55.68s,76.9820146,+26d19m39.65s,26.3276805,38.0786000,7.6000000,6.0240000,7.4275600
HD 330075 b,HD 330075,1,1,Radial Velocity,2004,La Silla Observatory,0,3.38773000,0.040000,14.300,1.270,152.55840,0.48000,Msini,0.000000,,990,0,,K1,5000.00,0.84,0.47,0.050,[Fe/H],-0.330,4.26,15h49m37.32s,237.4054997,-49d57m50.11s,-49.9639199,45.2989000,9.3600000,7.1710000,9.0915900
HD 331093 b,HD 331093,1,1,Radial Velocity,2021,Haute-Provence Observatory,0,621.62000000,1.440000,13.600,1.210,476.74261,1.50000,Msini,0.590000,,,0,,K0,5544.00,1.11,1.03,0.170,[Fe/H],0.006,4.20,19h42m28.80s,295.6200054,+31d44m22.36s,31.7395451,50.1928000,8.3800000,6.6490000,8.1910500
HD 33142 b,HD 33142,1,3,Radial Velocity,2011,W. M. Keck Observatory,0,330.00000000,1.074000,13.700,1.220,400.46379,1.26000,Msini,0.049000,,,0,,K0 III,5025.40,4.17,1.52,0.060,[Fe/H],1.000,3.38,05h07m35.53s,76.8980559,-13d59m10.81s,-13.9863374,121.3750000,7.9600000,5.7920000,7.7127400
HD 33142 c,HD 33142,1,3,Radial Velocity,2018,W. M. Keck Observatory,0,810.20000000,1.955000,13.900,1.240,282.86728,0.89000,Msini,0.081000,,,0,,K0 III,5025.40,4.17,1.52,0.060,[Fe/H],1.000,3.38,05h07m35.53s,76.8980559,-13d59m10.81s,-13.9863374,121.3750000,7.9600000,5.7920000,7.7127400
HD 33142 d,HD 33142,1,3,Radial Velocity,2022,Multiple Observatories,0,89.90000000,0.452000,9.320,0.832,63.56568,0.20000,Msini,0.191000,,,0,,K0 III,5025.40,4.17,1.52,0.060,[Fe/H],1.000,3.38,05h07m35.53s,76.8980559,-13d59m10.81s,-13.9863374,121.3750000,7.9600000,5.7920000,7.7127400
HD 332231 b,HD 332231,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,18.71204000,0.143600,9.718,0.867,77.55052,0.24400,Mass,0.032000,98.09,876,0,24.210000,F8,6089.00,1.28,1.13,0.036,[Fe/H],0.305,4.28,20h26m57.87s,306.7411340,+33d44m39.80s,33.7443882,80.6665000,8.5580000,7.2420000,8.4183900
HD 33283 b,HD 33283,2,1,Radial Velocity,2006,W. M. Keck Observatory,0,18.19910000,0.150800,12.500,1.120,104.56607,0.32900,Msini,0.399000,,,0,,G3/G5 V,5935.00,1.97,1.38,0.350,[Fe/H],0.640,4.12,05h08m01.08s,77.0044889,-26d47m51.61s,-26.7976689,89.8623000,8.0500000,6.6460000,7.8993300
HD 33564 b,HD 33564,1,1,Radial Velocity,2005,Haute-Provence Observatory,0,388.00000000,1.100000,12.500,1.120,2892.10000,9.10000,Msini,0.340000,,,0,,F6 V,6250.00,1.44,1.25,-0.120,[Fe/H],0.535,4.00,05h22m33.10s,80.6378979,+79d13m54.66s,79.2318488,20.9531000,5.1011100,3.9110000,4.9715500
HD 33844 b,HD 33844,1,2,Radial Velocity,2015,Anglo-Australian Telescope,0,551.40002000,1.600000,13.400,1.190,638.83830,2.01000,Msini,0.150000,,,0,,K0 III,4861.00,5.39,1.84,0.270,[Fe/H],1.149,3.24,05h12m36.14s,78.1505649,-14d57m03.52s,-14.9509775,105.7790000,7.2900000,4.9450000,7.0115300
HD 33844 c,HD 33844,1,2,Radial Velocity,2015,Anglo-Australian Telescope,0,916.00000000,2.240000,13.500,1.200,556.20250,1.75000,Msini,0.130000,,,0,,K0 III,4861.00,5.29,1.78,0.270,[Fe/H],1.149,3.24,05h12m36.14s,78.1505649,-14d57m03.52s,-14.9509775,105.7790000,7.2900000,4.9450000,7.0115300
HD 34445 b,HD 34445,1,6,Radial Velocity,2009,W. M. Keck Observatory,0,1049.00000000,2.070000,13.900,1.240,260.62060,0.82000,Msini,0.270000,,,0,,G0 V,5879.00,1.38,1.14,0.180,[Fe/H],0.303,4.21,05h17m40.98s,79.4207483,+07d21m09.78s,7.3527156,46.0907000,7.3100000,5.7900000,7.1494700
HD 34445 c,HD 34445,1,6,Radial Velocity,2017,Multiple Observatories,0,214.67000000,0.718100,8.420,0.752,53.50000,0.16800,Msini,0.036000,,,0,,G0 V,5836.00,1.38,1.07,0.140,[Fe/H],0.303,4.21,05h17m40.98s,79.4207483,+07d21m09.78s,7.3527156,46.0907000,7.3100000,5.7900000,7.1494700
HD 34445 d,HD 34445,1,6,Radial Velocity,2017,Multiple Observatories,0,117.87000000,0.481700,6.070,0.542,30.70000,0.09700,Msini,0.027000,,,0,,G0 V,5836.00,1.38,1.07,0.140,[Fe/H],0.303,4.21,05h17m40.98s,79.4207483,+07d21m09.78s,7.3527156,46.0907000,7.3100000,5.7900000,7.1494700
HD 34445 e,HD 34445,1,6,Radial Velocity,2017,Multiple Observatories,0,49.17500000,0.268700,4.260,0.380,16.80000,0.05290,Msini,0.090000,,,0,,G0 V,5836.00,1.38,1.07,0.140,[Fe/H],0.303,4.21,05h17m40.98s,79.4207483,+07d21m09.78s,7.3527156,46.0907000,7.3100000,5.7900000,7.1494700
HD 34445 f,HD 34445,1,6,Radial Velocity,2017,Multiple Observatories,0,676.80000000,1.543000,6.880,0.613,37.90000,0.11900,Msini,0.031000,,,0,,G0 V,5836.00,1.38,1.07,0.140,[Fe/H],0.303,4.21,05h17m40.98s,79.4207483,+07d21m09.78s,7.3527156,46.0907000,7.3100000,5.7900000,7.1494700
HD 34445 g,HD 34445,1,6,Radial Velocity,2017,Multiple Observatories,0,5700.00000000,6.360000,13.600,1.210,120.60000,0.38000,Msini,0.032000,,,0,,G0 V,5836.00,1.38,1.07,0.140,[Fe/H],0.303,4.21,05h17m40.98s,79.4207483,+07d21m09.78s,7.3527156,46.0907000,7.3100000,5.7900000,7.1494700
HD 35759 b,HD 35759,1,1,Radial Velocity,2016,Haute-Provence Observatory,0,82.46700000,0.389000,13.000,1.160,1195.04080,3.76000,Msini,0.389000,,,0,,G0,6060.00,1.76,1.15,0.040,[Fe/H],0.537,4.24,05h31m33.28s,82.8886636,+64d19m06.15s,64.3183753,71.2423000,7.7400000,6.3190000,7.5960600
HD 360 b,HD 360,1,1,Radial Velocity,2021,Okayama Astrophysical Observatory,0,273.10000000,0.980000,14.000,1.250,238.37131,0.75000,Msini,0.139000,,,0,,G8 III,4770.00,10.86,1.69,-0.060,[Fe/H],1.742,2.59,00h08m17.50s,2.0729030,-08d49m27.34s,-8.8242618,111.5420000,5.9860000,3.7480000,5.7089500
HD 3651 b,HD 3651,1,1,Radial Velocity,2003,Multiple Observatories,0,62.25000000,0.295000,10.100,0.899,72.46524,0.22800,Msini,0.645000,,,0,,K0 V,5221.00,0.87,0.80,0.145,[M/H],-0.274,4.45,00h39m21.29s,9.8387218,+21d14m55.98s,21.2488844,11.1336000,5.8843700,3.9990000,5.6525500
HD 37124 b,HD 37124,1,3,Radial Velocity,2002,W. M. Keck Observatory,0,154.37800000,0.533640,14.000,1.250,214.53525,0.67500,Msini,0.054000,,,0,,G4 V,5698.64,0.95,0.85,-0.440,[Fe/H],-0.112,4.39,05h37m02.40s,84.2599947,+20d43m44.32s,20.7289784,31.6634000,7.6800000,5.9520000,7.4723800
HD 37124 c,HD 37124,1,3,Radial Velocity,2002,W. M. Keck Observatory,0,885.50000000,1.710000,14.100,1.250,207.22516,0.65200,Msini,0.125000,,,0,,G4 V,5698.64,0.95,0.85,-0.440,[Fe/H],-0.112,4.39,05h37m02.40s,84.2599947,+20d43m44.32s,20.7289784,31.6634000,7.6800000,5.9520000,7.4723800
HD 37124 d,HD 37124,1,3,Radial Velocity,2005,W. M. Keck Observatory,0,1862.00000000,2.807000,14.000,1.250,221.20968,0.69600,Msini,0.160000,,,0,,G4 V,5698.64,0.95,0.85,-0.440,[Fe/H],-0.112,4.39,05h37m02.40s,84.2599947,+20d43m44.32s,20.7289784,31.6634000,7.6800000,5.9520000,7.4723800
HD 37605 b,HD 37605,1,2,Radial Velocity,2004,McDonald Observatory,0,55.01292000,0.277000,13.200,1.180,854.96270,2.69000,Msini,0.674500,,,0,,K0,5329.00,0.91,0.94,0.270,[Fe/H],-0.220,4.51,05h40m01.78s,85.0074276,+06d03m34.24s,6.0595116,46.7864000,8.6700000,6.8150000,8.4619200
HD 37605 c,HD 37605,1,2,Radial Velocity,2012,Multiple Observatories,0,2720.00000000,3.740000,13.100,1.170,1013.87770,3.19000,Msini,0.030000,,,0,,K0,5329.00,0.91,0.94,0.270,[Fe/H],-0.220,4.51,05h40m01.78s,85.0074276,+06d03m34.24s,6.0595116,46.7864000,8.6700000,6.8150000,8.4619200
HD 3765 b,HD 3765,1,1,Radial Velocity,2021,Multiple Observatories,0,1211.00000000,2.108000,8.560,0.764,54.98431,0.17300,Msini,0.298000,,,0,,K2V,5049.80,0.83,0.85,0.172,[Fe/H],-0.416,4.53,00h40m49.75s,10.2072994,+40d11m03.45s,40.1842918,17.9260000,7.3600000,5.1640000,7.0782700
HD 38283 b,HD 38283,1,1,Radial Velocity,2010,Anglo-Australian Telescope,0,363.20001000,1.020000,14.000,1.250,127.13200,0.40000,Msini,0.410000,,,0,,F9.5 V,5981.00,1.49,1.37,-0.180,[Fe/H],0.411,4.23,05h37m02.53s,84.2605324,-73d41m59.33s,-73.6998131,38.0615000,6.6900000,5.2670000,6.5439200
HD 38529 b,HD 38529,2,2,Radial Velocity,2000,Multiple Observatories,0,14.30990000,0.115000,14.100,1.250,206.58846,0.65000,Msini,0.256000,,,0,,G4 IV,5697.00,2.86,0.98,0.510,[Fe/H],0.834,3.71,05h46m34.83s,86.6451363,+01d10m03.31s,1.1675866,42.3538000,5.9284800,4.2110000,5.7479600
HD 38529 c,HD 38529,2,2,Radial Velocity,2000,Multiple Observatories,0,2127.60566000,3.226000,12.500,1.110,3299.05886,10.38000,Mass,0.357000,,,0,,G4 IV,5697.00,2.86,0.98,0.510,[Fe/H],0.834,3.71,05h46m34.83s,86.6451363,+01d10m03.31s,1.1675866,42.3538000,5.9284800,4.2110000,5.7479600
HD 38801 b,HD 38801,1,1,Radial Velocity,2009,Subaru Telescope,0,685.25000000,1.623000,12.500,1.110,3082.31534,9.69800,Msini,0.017000,,,0,,K0,5338.00,2.03,1.21,0.250,[Fe/H],0.659,3.88,05h47m59.12s,86.9963141,-08d19m40.89s,-8.3280256,91.4349000,8.2600000,6.2790000,8.0339700
HD 39091 b,HD 39091,1,3,Radial Velocity,2001,Anglo-Australian Telescope,0,2088.75851000,3.311000,12.400,1.100,3917.23512,12.32500,Mass,0.642000,,,0,,G0 V,5950.00,1.19,1.10,0.080,[Fe/H],0.160,4.36,05h37m11.83s,84.2992798,-80d27m52.57s,-80.4646041,18.2702000,5.6500000,4.2410000,5.5128000
HD 39194 b,HD 39194,1,3,Radial Velocity,2021,La Silla Observatory,0,5.63680000,0.056000,1.830,0.163,4.00000,0.01259,Msini,0.207000,,,0,,K0 V,5205.00,0.78,0.67,-0.610,[Fe/H],-0.409,4.53,05h44m30.98s,86.1290710,-70d08m17.66s,-70.1382377,26.4131000,8.0900000,6.0940000,7.8520100
HD 39194 c,HD 39194,1,3,Radial Velocity,2021,La Silla Observatory,0,14.03000000,0.103000,2.390,0.213,6.30000,0.01982,Msini,0.154000,,,0,,K0 V,5205.00,0.78,0.67,-0.610,[Fe/H],-0.409,4.53,05h44m30.98s,86.1290710,-70d08m17.66s,-70.1382377,26.4131000,8.0900000,6.0940000,7.8520100
HD 39194 d,HD 39194,1,3,Radial Velocity,2021,La Silla Observatory,0,33.91000000,0.185000,1.830,0.163,4.00000,0.01259,Msini,0.333000,,,0,,K0 V,5205.00,0.78,0.67,-0.610,[Fe/H],-0.409,4.53,05h44m30.98s,86.1290710,-70d08m17.66s,-70.1382377,26.4131000,8.0900000,6.0940000,7.8520100
HD 39855 b,HD 39855,1,1,Radial Velocity,2019,Las Campanas Observatory,0,3.24980000,0.041000,2.850,0.254,8.50000,0.02674,Msini,0.140000,,,0,,G8 V,5576.00,0.74,0.87,,,-0.316,4.66,05h54m30.26s,88.6260731,-19d42m16.01s,-19.7044472,23.2599000,7.5100000,5.7560000,7.3211300
HD 40307 b,HD 40307,1,5,Radial Velocity,2009,La Silla Observatory,0,4.31230000,0.046800,1.830,0.163,4.00000,0.01260,Msini,0.200000,,910,0,,K2.5 V,4956.00,0.72,0.77,-0.310,[Fe/H],-0.639,4.47,05h54m04.13s,88.5172191,-60d01m25.42s,-60.0237289,12.9363000,7.1700000,4.7930000,6.8436700
HD 40307 c,HD 40307,1,5,Radial Velocity,2009,La Silla Observatory,0,9.61840000,0.079900,2.460,0.219,6.60000,0.02080,Msini,0.060000,,696,0,,K2.5 V,4956.00,0.72,0.77,-0.310,[Fe/H],-0.639,4.47,05h54m04.13s,88.5172191,-60d01m25.42s,-60.0237289,12.9363000,7.1700000,4.7930000,6.8436700
HD 40307 d,HD 40307,1,5,Radial Velocity,2009,La Silla Observatory,0,20.43200000,0.132100,3.040,0.272,9.50000,0.02990,Msini,0.070000,,541,0,,K2.5 V,4956.00,0.72,0.77,-0.310,[Fe/H],-0.639,4.47,05h54m04.13s,88.5172191,-60d01m25.42s,-60.0237289,12.9363000,7.1700000,4.7930000,6.8436700
HD 40307 f,HD 40307,1,5,Radial Velocity,2013,La Silla Observatory,0,51.76000000,0.247000,2.130,0.190,5.20000,0.01640,Msini,0.020000,,398,0,,K2.5 V,4956.00,0.72,0.77,-0.310,[Fe/H],-0.639,4.47,05h54m04.13s,88.5172191,-60d01m25.42s,-60.0237289,12.9363000,7.1700000,4.7930000,6.8436700
HD 40307 g,HD 40307,1,5,Radial Velocity,2013,La Silla Observatory,1,197.80000000,0.600000,2.560,0.229,7.10000,0.02230,Msini,0.290000,,255,0,,K2.5 V,4956.00,0.72,0.77,-0.310,[Fe/H],-0.639,4.47,05h54m04.13s,88.5172191,-60d01m25.42s,-60.0237289,12.9363000,7.1700000,4.7930000,6.8436700
HD 40956 b,HD 40956,1,1,Radial Velocity,2017,Multiple Observatories,0,578.60000000,1.400000,13.200,1.180,858.14100,2.70000,Msini,0.240000,,,0,,K0,4869.00,8.56,2.00,0.140,[Fe/H],1.664,3.02,06h06m39.07s,91.6628015,+63d27m13.95s,63.4538750,116.5930000,6.4279400,4.1430000,6.1404900
HD 40979 b,HD 40979,3,1,Radial Velocity,2002,Multiple Observatories,0,264.14999000,0.850000,12.900,1.150,1484.26610,4.67000,Msini,0.250000,,,0,,F8 V,6165.00,1.21,1.45,0.200,[Fe/H],0.291,4.43,06h04m30.08s,91.1253346,+44d15m35.23s,44.2597855,34.0883000,6.7551200,5.4520000,6.5996300
HD 41004 A b,HD 41004 A,2,2,Radial Velocity,2004,La Silla Observatory,0,963.00000000,,13.200,1.180,807.25000,2.54000,Msini,0.740000,,,0,,K1/K2 V,5310.00,0.85,0.95,0.230,[Fe/H],-0.293,4.37,05h59m49.58s,89.9566041,-48d14m21.91s,-48.2394189,36.6911700,8.6500000,6.4280000,
HD 41004 B b,HD 41004 B,2,2,Radial Velocity,2003,La Silla Observatory,0,1.32830000,,12.100,1.080,5838.29000,18.37000,Msini,0.081000,,,0,,M2 V,5036.00,1.04,0.40,,,-0.202,4.33,05h59m49.58s,89.9565956,-48d14m21.88s,-48.2394114,41.5504000,8.6078000,6.4280000,8.3762500
HD 4113 b,HD 4113,3,1,Radial Velocity,2007,La Silla Observatory,0,526.52390000,1.280000,13.500,1.200,541.26178,1.70300,Msini,0.899000,,,0,,G5,5688.00,1.08,1.01,0.200,[Fe/H],0.086,4.40,00h43m12.66s,10.8027515,-37d58m59.25s,-37.9831248,41.8727000,7.8800000,6.2890000,7.7105100
HD 42012 b,HD 42012,1,1,Radial Velocity,2017,Haute-Provence Observatory,0,857.50000000,1.670000,13.500,1.210,508.52800,1.60000,Msini,0.200000,,,0,,K0,5405.00,0.82,0.83,-0.090,[Fe/H],-0.270,4.45,06h09m56.51s,92.4854730,+34d08m03.02s,34.1341722,36.7984000,8.4400000,6.5840000,8.2294900
HD 4203 b,HD 4203,1,2,Radial Velocity,2001,W. M. Keck Observatory,0,431.88000000,1.170000,13.300,1.190,708.76090,2.23000,Msini,0.520000,,,0,,G5,5596.00,1.42,1.25,0.400,[Fe/H],0.293,4.23,00h44m41.33s,11.1722288,+20d26m54.21s,20.4483925,81.3795000,8.7000000,7.0470000,8.5154500
HD 4203 c,HD 4203,1,2,Radial Velocity,2014,W. M. Keck Observatory,0,6700.00000000,6.950000,13.300,1.190,689.66000,2.17000,Msini,0.240000,,,0,,G5,5582.00,1.50,0.99,0.340,[M/H],0.293,4.08,00h44m41.33s,11.1722288,+20d26m54.21s,20.4483925,81.3795000,8.7000000,7.0470000,8.5154500
HD 4208 b,HD 4208,1,1,Radial Velocity,2001,W. M. Keck Observatory,0,832.97000000,1.662000,13.900,1.240,257.44230,0.81000,Msini,0.042000,,,0,,G7 V Fe-1 CH-0.5,5717.00,0.85,0.88,-0.280,[Fe/H],-0.100,4.50,00h44m27.01s,11.1125532,-26d30m54.14s,-26.5150392,34.1937000,7.7830000,6.1630000,7.6106600
HD 42618 b,HD 42618,1,1,Radial Velocity,2016,Multiple Observatories,0,149.61000000,0.554000,3.890,0.347,14.40000,0.04531,Msini,0.190000,3.16,337,0,119.100000,G4 V,5727.00,1.00,1.01,-0.090,[Fe/H],-0.009,4.44,06h12m00.77s,93.0032173,+06d46m55.11s,6.7819742,24.3358000,6.8700000,5.3010000,6.6830300
HD 4308 b,HD 4308,1,1,Radial Velocity,2005,La Silla Observatory,0,15.56000000,0.120000,4.120,0.368,15.89150,0.05000,Msini,0.000000,,,0,,G5V,5686.00,1.02,0.93,-0.350,[Fe/H],-0.004,4.39,00h44m39.66s,11.1652594,-65d39m09.78s,-65.6527159,22.0158000,6.5500000,4.9450000,6.3757800
HD 4313 b,HD 4313,1,1,Radial Velocity,2009,W. M. Keck Observatory,0,356.21000000,1.157000,13.400,1.200,612.45841,1.92700,Msini,0.147000,,,0,,G5,4943.00,5.14,1.63,0.140,[Fe/H],1.149,3.24,00h45m40.35s,11.4181301,+07d50m42.18s,7.8450492,136.3080000,7.8300000,5.5950000,7.5739900
HD 43197 b,HD 43197,1,2,Radial Velocity,2010,La Silla Observatory,0,308.92072000,0.882000,14.200,1.260,175.75911,0.55300,Msini,0.742000,,,0,,G8 V,5508.00,1.00,0.96,0.400,[Fe/H],-0.137,4.31,06h13m35.84s,93.3993231,-29d53m49.89s,-29.8971929,62.4112000,8.9800000,7.2030000,8.7715800
HD 43197 c,HD 43197,1,2,Radial Velocity,2022,Multiple Observatories,0,9295.97350000,8.540000,12.600,1.120,2500.67391,7.86800,Mass,0.149000,,,0,,G8 V,5508.00,1.00,0.96,0.400,[Fe/H],-0.034,4.37,06h13m35.84s,93.3993231,-29d53m49.89s,-29.8971929,62.4112000,8.9800000,7.2030000,8.7715800
HD 43691 b,HD 43691,3,1,Radial Velocity,2007,Haute-Provence Observatory,0,36.99870000,0.238000,13.200,1.180,810.46650,2.55000,Msini,0.079600,,,0,,G0,6093.00,1.60,1.32,0.330,[Fe/H],0.500,4.28,06h19m34.71s,94.8946124,+41d05m31.48s,41.0920773,85.6009000,8.0300000,6.7000000,7.8972000
HD 44219 b,HD 44219,1,1,Radial Velocity,2010,La Silla Observatory,0,472.30000000,1.190000,14.100,1.260,184.33000,0.58000,Msini,0.610000,,,0,,G2 V,5752.00,1.32,1.00,0.030,[Fe/H],0.260,4.21,06h20m14.40s,95.0599971,-10d43m30.29s,-10.7250799,52.9051000,7.6900000,6.1150000,7.5297300
HD 45184 b,HD 45184,1,2,Radial Velocity,2019,La Silla Observatory,0,5.88540000,0.064400,3.520,0.314,12.19000,0.03840,Msini,0.070000,,,0,,G1.5 V,5869.00,1.08,1.03,0.040,[Fe/H],0.053,4.47,06h24m43.68s,96.1820205,-28d46m50.30s,-28.7806402,21.9532000,6.3830000,4.8710000,6.2103700
HD 45184 c,HD 45184,1,2,Radial Velocity,2019,La Silla Observatory,0,13.13540000,0.110000,2.910,0.260,8.81000,0.02770,Msini,0.070000,,,0,,G1.5 V,5869.00,1.08,1.03,0.040,[Fe/H],0.053,4.47,06h24m43.68s,96.1820205,-28d46m50.30s,-28.7806402,21.9532000,6.3830000,4.8710000,6.2103700
HD 45350 b,HD 45350,1,1,Radial Velocity,2004,W. M. Keck Observatory,0,963.60000000,1.920000,13.500,1.200,568.89000,1.79000,Msini,0.778000,,,0,,G5 V,5566.00,1.26,0.98,0.230,[M/H],0.141,4.23,06h28m45.65s,97.1902262,+38d57m45.83s,38.9627315,46.8733000,7.8900000,6.2240000,7.7000000
